round_id,playerName,allIn,bet,cards,chips,folded,hand,isHuman,isOnline,isSurvive,me,message,position,rank,reloadCount,roundBet,winMoney
1,(=^-Ω-^=),False,0,♠9 ♥A,960,True,♠9 ♥A ♦4 ♣8 ♠6 ♠8 ♦2,False,True,True,False,Pair,,15.212,0,0,0.0
1,善於打牌的低能機器人,False,0,♥6 ♣2,1180,False,♥6 ♣2 ♦4 ♣8 ♠6 ♠8 ♦2,False,True,True,False,Two Pair,,41.0002,0,0,280.0
1,FourSwordsMan,False,0,♦3 ♦A,900,False,♦3 ♦A ♦4 ♣8 ♠6 ♠8 ♦2,False,True,True,False,Pair,SB,15.2058,0,0,0.0
1,ヽ(=^･ω･^=)丿,False,0,♠2 ♠Q,960,True,♠2 ♠Q ♦4 ♣8 ♠6 ♠8 ♦2,False,True,True,True,Two Pair,BB,37.0512,0,0,0.0
2,(=^-Ω-^=),False,0,♠10 ♥3,1970,False,♠10 ♥3 ♥J ♠4 ♣10 ♦6 ♣A,False,True,True,False,Pair,BB,17.2312,1,0,30.0
2,善於打牌的低能機器人,False,0,♥7 ♦J,1180,True,♥7 ♦J ♥J ♠4 ♣10 ♦6 ♣A,False,True,True,False,Pair,,18.2192,0,0,0.0
2,FourSwordsMan,False,0,♠2 ♣8,1900,True,♠2 ♣8 ♥J ♠4 ♣10 ♦6 ♣A,False,True,True,False,High Card,,8.0424,1,0,0.0
2,ヽ(=^･ω･^=)丿,False,0,♥9 ♦4,950,True,♥9 ♦4 ♥J ♠4 ♣10 ♦6 ♣A,False,True,True,True,Pair,SB,11.2432,0,0,0.0
3,(=^-Ω-^=),False,0,♣A ♠10,3290,False,♣A ♠10 ♣4 ♠A ♣10 ♦3 ♦J,False,True,True,False,Two Pair,SB,96.0256,2,0,640.0
3,善於打牌的低能機器人,False,0,♥K ♥J,860,False,♥K ♥J ♣4 ♠A ♣10 ♦3 ♦J,False,True,True,False,Pair,BB,18.32,0,0,0.0
3,FourSwordsMan,False,0,♥2 ♥7,2900,True,♥2 ♥7 ♣4 ♠A ♣10 ♦3 ♦J,False,True,True,False,High Card,,8.0402,2,0,0.0
3,ヽ(=^･ω･^=)丿,False,0,♣3 ♣Q,950,True,♣3 ♣Q ♣4 ♠A ♣10 ♦3 ♦J,False,True,True,True,Pair,,10.2816,0,0,0.0
4,(=^-Ω-^=),False,0,♦9 ♣J,3150,False,♦9 ♣J ♥7 ♦7 ♥5 ♥3 ♥K,False,True,True,False,Pair,,14.1344,2,0,0.0
4,善於打牌的低能機器人,False,0,♥J ♦8,720,False,♥J ♦8 ♥7 ♦7 ♥5 ♥3 ♥K,False,True,True,False,Flush,SB,123.1301,0,0,0.0
4,FourSwordsMan,False,0,♥2 ♥Q,3320,False,♥2 ♥Q ♥7 ♦7 ♥5 ♥3 ♥K,False,True,True,False,Flush,BB,123.1557,2,0,560.0
4,ヽ(=^･ω･^=)丿,False,0,♠7 ♠8,810,False,♠7 ♠8 ♥7 ♦7 ♥5 ♥3 ♥K,False,True,True,True,Three of a Kind,,105.1056,0,0,0.0
5,(=^-Ω-^=),False,0,♥4 ♥5,3070,True,♥4 ♥5 ♠10 ♠7 ♣4 ♣3 ♥10,False,True,True,False,Two Pair,,52.0016,2,0,0.0
5,善於打牌的低能機器人,False,0,♠J ♦5,560,True,♠J ♦5 ♠10 ♠7 ♣4 ♣3 ♥10,False,True,True,False,Pair,,17.0276,0,0,0.0
5,FourSwordsMan,False,0,♣10 ♠4,3760,False,♣10 ♠4 ♠10 ♠7 ♣4 ♣3 ♥10,False,True,True,False,Full House,SB,222.0,2,0,640.0
5,ヽ(=^･ω･^=)丿,False,0,♣Q ♥A,610,False,♣Q ♥A ♠10 ♠7 ♣4 ♣3 ♥10,False,True,True,True,Pair,BB,17.2576,0,0,0.0
6,(=^-Ω-^=),False,0,♥5 ♥A,2910,False,♥5 ♥A ♦9 ♠9 ♥K ♣J ♥9,False,True,True,False,Three of a Kind,BB,107.3072,2,0,0.0
6,善於打牌的低能機器人,False,0,♣5 ♦3,520,True,♣5 ♦3 ♦9 ♠9 ♥K ♣J ♥9,False,True,True,False,Three of a Kind,,107.12799999999999,0,0,0.0
6,FourSwordsMan,False,0,♦4 ♥7,3760,True,♦4 ♥7 ♦9 ♠9 ♥K ♣J ♥9,False,True,True,False,Three of a Kind,,107.12799999999999,2,0,0.0
6,ヽ(=^･ω･^=)丿,False,0,♠K ♠3,810,False,♠K ♠3 ♦9 ♠9 ♥K ♣J ♥9,False,True,True,True,Full House,SB,218.0,0,0,360.0
7,(=^-Ω-^=),False,0,♥7 ♥10,2570,False,♥7 ♥10 ♦3 ♥4 ♣9 ♠10 ♥Q,False,True,True,False,Pair,SB,17.0592,2,0,0.0
7,善於打牌的低能機器人,False,0,♥8 ♠Q,860,False,♥8 ♠Q ♦3 ♥4 ♣9 ♠10 ♥Q,False,True,True,False,Pair,BB,19.0224,0,0,680.0
7,FourSwordsMan,False,0,♦4 ♦10,3760,True,♦4 ♦10 ♦3 ♥4 ♣9 ♠10 ♥Q,False,True,True,False,Two Pair,,52.0512,2,0,0.0
