round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,pot,bet,minBet,maxBet,sumPot_all,sumBet_all,maxBet_all,N_maxBet_all,N_canraise,sumMinBet_all,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,maxRoundBet,action,amount,cputime
1,0,4,4,deal,0,♦9 ♣3,,20000,0.18653273809524432,0.2909522565203122,1000,0,0,0,20,1000,0,30,20,1,4,50,0,-5.077380952380455,-0.25386904761902274,-14.40401785714267,-0.6269345238095114,206.7437051686948,fold,0,0.09027504920959473
2,0,4,4,deal,0,♠8 ♦Q,,20000,0.2813964285714582,0.33351718823411103,980,0,0,20,0,1000,0,80,20,4,4,0,-20,2.5117142857166566,0.12558571428583276,2.5117142857166566,-0.4372071428570836,328.7100796716001,raise,0,0.08519101142883301
2,1,4,4,flop,0,♠8 ♦Q,♣2 ♦9 ♦A,89,0.19101123595505615,0.3930978805513686,960,0,40,0,20,960,160,20,20,1,4,60,-40,-14.157303370786517,-0.2359550561797753,-25.61797752808989,-0.6179775280898876,209.4419276577261,call,0,1.2394440174102783
2,2,4,3,turn,0,♠8 ♦Q,♣2 ♦9 ♦A ♠2,83,0.13855421686746988,0.3410936787202907,940,0,60,0,20,940,220,20,20,1,3,40,-60,-41.204819277108435,-0.5843373493975903,-46.74698795180722,-0.7228915662650602,146.36851519575785,call,0,1.2387731075286863
2,3,4,3,river,0,♠8 ♦Q,♣2 ♦9 ♦A ♠2 ♦K,132,0.08964646464646464,0.2430908081479425,920,0,80,0,20,920,280,20,20,1,3,40,-80,-69.52020202020202,-0.7310606060606061,-73.10606060606061,-0.8207070707070707,91.5478948660228,call,0,1.243511199951172
3,0,4,3,deal,0,♦8 ♣8,,20000,0.3806571428572217,0.3204550324013857,890,0,0,10,10,900,0,50,20,2,3,10,-10,2.8394285714333023,0.14197142857166511,-0.9671428571389172,-0.23868571428555665,462.18690336810766,raise,0,0.10778379440307616
3,1,4,3,flop,1,♦8 ♣8,♦J ♣J ♥4,33,0.696969696969697,0.459568208730397,860,0,40,0,20,860,120,0,0,4,3,0,-40,23.63636363636364,1.0909090909090908,23.63636363636364,0.393939393939394,1139.8275773756736,raise,0,1.2382190227508545
3,2,4,3,turn,1,♦8 ♣8,♦J ♣J ♥4 ♦K,38,0.34210526315789475,0.4744146415084197,840,0,60,0,20,840,180,0,0,4,3,0,-60,-18.421052631578945,0.02631578947368429,-18.421052631578945,-0.3157894736842105,396.9437995160063,raise,0,1.2362852096557615
3,3,4,3,river,1,♦8 ♣8,♦J ♣J ♥4 ♦K ♣9,62,0.2903225806451613,0.4539112025635578,820,0,80,0,20,820,240,0,0,4,3,0,-80,-30.32258064516128,-0.129032258064516,-30.32258064516128,-0.4193548387096774,322.827312278589,call,0,1.238800048828125
4,0,4,3,deal,0,♣Q ♣5,,20000,0.2863267857143144,0.34844018650152403,800,0,0,0,20,800,0,30,20,1,3,30,0,-2.8203928571411367,-0.14101964285705693,-11.410196428570568,-0.4273464285713713,315.289954611528,fold,0,0.0912950038909912
5,0,4,4,deal,0,♥Q ♥A,,20000,0.41185535714291743,0.3728675313714463,800,0,0,0,40,800,0,60,40,1,4,100,0,25.896857142866796,0.6474214285716697,-15.288678571424954,-0.17628928571416513,496.1026221689872,raise,0,0.09277009963989258
5,1,4,3,flop,0,♥Q ♥A,♠8 ♣2 ♥10,93,0.27419354838709675,0.43697474787561497,720,0,80,0,100,720,240,200,100,2,3,100,-80,-31.935483870967747,-0.17741935483870974,-59.354838709677416,-0.4516129032258065,290.97511911945867,call,0,1.2413861751556396
5,2,4,3,turn,0,♥Q ♥A,♠8 ♣2 ♥10 ♠A,79,0.689873417721519,0.4451126828485378,620,0,180,0,100,620,540,200,100,2,3,100,-180,299.493670886076,1.0696202531645569,230.50632911392404,0.37974683544303794,1023.9332241267882,raise,0,1.2374188899993896
5,3,4,2,river,0,♥Q ♥A,♠8 ♣2 ♥10 ♠A ♠2,120,0.5708333333333333,0.4928481566928658,420,0,380,0,40,420,1040,40,40,1,2,40,-380,219.3333333333333,0.1416666666666666,196.5,0.1416666666666666,683.3394496041924,raise,0,1.2424860000610352
6,0,4,4,deal,0,♠A ♦10,,20000,0.3613666666667215,0.3536982202309921,300,0,0,40,0,340,0,160,40,4,4,0,-40,17.81866666667544,0.4454666666668861,17.81866666667544,-0.27726666666655697,344.28211591742536,raise,0,0.10382318496704103
6,1,4,4,flop,0,♠A ♦10,♣J ♣10 ♦Q,67,0.4029850746268657,0.482830630436472,260,0,80,0,40,260,320,40,40,1,4,120,-80,73.43283582089552,0.6119402985074627,25.07462686567163,-0.19402985074626866,389.13282198716405,raise,0,1.2358551025390625
6,2,4,4,turn,0,♠A ♦10,♣J ♣10 ♦Q ♦4,73,0.4726027397260274,0.495807152626133,180,0,160,0,40,180,640,40,40,1,4,120,-160,178.08219178082192,0.8904109589041096,121.36986301369863,-0.0547945205479452,465.5845343711104,raise,0,1.238659143447876
6,3,4,4,river,0,♠A ♦10,♣J ♣10 ♦Q ♦4 ♦9,178,0.11235955056179776,0.3158082993832628,100,0,240,0,40,100,960,40,40,1,4,120,-240,-154.1573033707865,-0.5505617977528089,-167.6404494382023,-0.7752808988764045,83.55081943280926,call,0,1.2476401329040527
7,0,4,3,deal,0,♥A ♦3,,20000,0.28476904761908306,0.3317792921836189,40,0,0,20,20,60,0,100,40,2,3,20,-20,-5.827714285710031,-0.14569285714275082,-11.523095238091695,-0.4304619047618339,228.226518572469,call,0,0.08809804916381836
7,1,4,3,deal,0,♥A ♦3,,20000,0.28476904761908306,0.3317792921836189,20,0,0,40,40,60,0,160,80,2,2,20,-40,-8.741571428565052,-0.4304619047618339,-14.436952380946707,-0.4304619047618339,225.9890036845036,call,0,0.08104801177978516
8,0,4,3,deal,0,♥2 ♣9,,20000,0.17687083333333897,0.28455855320672724,180,0,0,0,40,180,0,60,40,1,3,60,0,-18.77549999999932,-0.469387499999983,-29.387749999999663,-0.646258333333322,141.64145398747377,fold,0,0.0865170955657959
9,0,4,4,deal,0,♥2 ♠Q,,20000,0.2259482142857272,0.3096230284085282,180,0,0,0,80,180,0,120,80,1,4,200,0,-7.696571428567309,-0.09620714285709132,-52.88621428571274,-0.5481035714285456,186.37645865719952,fold,0,0.10734891891479492
10,0,4,4,deal,0,♦5 ♦A,,20000,0.3426398809524281,0.3614555698992661,100,0,0,80,0,180,0,310,80,3,3,0,-80,26.21836309525273,0.027919642857284543,26.21836309525273,-0.3147202380951437,294.0846566039179,raise,0,0.09581422805786133
10,1,4,4,flop,0,♦5 ♦A,♣2 ♠J ♦K,80,0.20625,0.400731752547761,20,0,160,0,80,20,550,20,80,1,2,40,-160,-54.1875,-0.5875,-62.4375,-0.5875,155.75263392026443,call,0,1.2383279800415041
11,0,4,3,deal,0,♥3 ♠4,,20000,0.21291190476191613,0.3148557594944688,115,0,0,40,40,155,0,200,80,2,3,40,-40,-28.90114285714013,-0.3612642857142516,-37.417619047616775,-0.5741761904761677,169.02809987658986,call,0,0.09842872619628906
11,1,4,3,flop,1,♥3 ♠4,♣6 ♣7 ♣5,40,0.1625,0.36033838263498935,75,0,80,0,80,75,240,0,0,4,3,0,-80,-116.0,-0.5125,-116.0,-0.675,122.830763269613,fold,0,1.2334179878234863
12,0,4,3,deal,0,♦10 ♥4,,20000,0.207771428571434,0.3047445206216248,75,0,0,0,80,75,0,115,80,1,2,115,0,-27.21257142857018,-0.5844571428571321,-51.1062857142851,-0.5844571428571321,161.32234543700238,fold,0,0.08379817008972168
13,0,4,4,deal,0,♠2 ♠9,,20000,0.22433571428572416,0.3286778724756926,75,0,0,0,160,75,0,150,160,1,3,225,0,9.12589285714657,-0.32699285714282744,-41.34964285714137,-0.5513285714285516,175.9581832509518,call,0,0.09121108055114746
14,0,4,3,deal,0,♣10 ♣4,,20000,0.24989166666668275,0.34153806910696205,840,1,0,160,0,1000,0,480,160,3,3,0,-160,-40.05199999999228,-0.2503249999999517,-40.05199999999228,-0.5002166666666346,176.60765596355847,check,0,0.08762216567993164
14,1,4,3,flop,0,♣10 ♣4,♠8 ♠Q ♠2,79,0.12341772151898735,0.32038697359678153,840,1,160,0,160,840,480,160,160,1,3,320,-160,-201.51898734177212,-0.629746835443038,-241.01265822784808,-0.7531645569620253,80.90624911807467,fold,0,1.2382330894470217
15,0,4,3,deal,0,♥J ♠3,,20000,0.21423333333334,0.3051808037158206,760,1,0,80,80,840,0,400,160,2,3,80,-80,-57.167999999996816,-0.35729999999998,-74.306666666664,-0.5715333333333199,141.64412965780144,call,0,0.10642600059509276
15,1,4,3,flop,1,♥J ♠3,♠7 ♠Q ♣2,48,0.04166666666666666,0.1998263134713633,680,1,160,0,160,680,480,0,0,4,3,0,-160,-300.0,-0.875,-300.0,-0.9166666666666666,23.86733716319476,fold,0,1.2381601333618164
16,0,4,3,deal,0,♠J ♠6,,20000,0.2735273809524046,0.3441689990782183,680,1,0,0,160,680,0,240,160,1,2,160,0,-50.58904761903817,-0.4529452380951908,-94.3534285714229,-0.4529452380951908,179.2054451727074,fold,0,0.08063006401062013
17,0,4,4,deal,0,♥J ♠4,,20000,0.22019345238096208,0.30765534465770056,680,1,0,0,320,680,0,480,320,1,3,640,0,-73.38333333332247,-0.3394196428571138,-214.30714285713825,-0.5596130952380758,139.47568200778844,fold,0,0.09389710426330566
18,0,4,3,deal,0,♣10 ♥4,,20000,0.207771428571434,0.3047445206216248,360,1,0,320,0,680,0,960,320,3,3,0,-320,-120.53942857142336,-0.3766857142856981,-120.53942857142336,-0.5844571428571321,105.73416375630035,check,0,0.08720207214355469
18,1,4,3,flop,0,♣10 ♥4,♣A ♦10 ♣J,70,0.4142857142857143,0.4852939357560865,360,1,320,0,320,360,960,320,320,1,3,640,-320,155.42857142857144,0.2428571428571429,-109.71428571428568,-0.17142857142857135,242.84397003414608,raise,0,1.2365069389343262
19,0,4,3,deal,0,♣4 ♥K,,20000,0.25812142857145376,0.32268380091728266,840,2,0,160,160,1000,0,800,320,2,3,160,-160,-72.20342857140442,-0.2256357142856387,-113.50285714283702,-0.4837571428570925,83.71861192509019,call,0,0.10523605346679688
19,1,4,3,deal,0,♣4 ♥K,,20000,0.25812142857145376,0.32268380091728266,680,2,0,320,320,1000,0,1600,640,2,3,320,-320,-144.40685714280883,-0.2256357142856387,-227.00571428567403,-0.4837571428570925,67.77220965364444,call,0,0.08226394653320312
19,2,4,3,flop,1,♣4 ♥K,♣K ♠4 ♥10,37,0.8513513513513513,0.34611482364501883,360,2,640,0,320,360,1920,0,0,4,3,0,-640,674.5945945945947,1.554054054054054,674.5945945945947,0.7027027027027026,229.06624246898681,raise,0,1.2351510524749756
19,3,4,2,turn,1,♣4 ♥K,♣K ♠4 ♥10 ♣10,34,0.5441176470588235,0.4596617531790525,40,2,960,0,320,40,2560,0,0,4,2,0,-960,392.94117647058806,0.08823529411764698,392.94117647058806,0.08823529411764698,10.488527397797897,raise,0,1.231684684753418
20,0,4,3,deal,0,♠2 ♠3,,20000,0.24494523809525415,0.3466864566239569,2600,2,0,0,320,2600,0,360,320,1,2,320,0,-153.43723809522717,-0.5101095238094917,-231.8197142857085,-0.5101095238094917,243.84989491584545,fold,0,0.11040592193603516
21,0,4,4,deal,0,♦10 ♦2,,20000,0.2299380952381068,0.3331018002268545,2600,2,0,0,640,2600,0,960,640,1,3,1040,0,-180.1238095237864,-0.31018571428567954,-419.25942857141746,-0.5401238095237864,226.769051454478,fold,0,0.1152501106262207
