round_id,playerName,allIn,bet,cards,chips,folded,isHuman,isOnline,isSurvive,reloadCount,roundBet,position,me,hand,rank,message,winMoney
1,a0eb6599677296b01f9300e77c8f0a2d,False,0,♣3 ♦10,3240,False,False,True,True,2,0,,False,♣3 ♦10 ♥2 ♠10 ♦4 ♥10 ♦8,108.0034,Three of a Kind,260.0
1,1519630acb1b3569b8869d6e1568a08d,False,0,♦K ♠7,2600,False,False,True,True,2,0,SB,False,♦K ♠7 ♥2 ♠10 ♦4 ♥10 ♦8,17.1072,Pair,0.0
1,465fc773c4,False,0,♣9 ♠9,970,True,False,True,True,0,0,BB,True,♣9 ♠9 ♥2 ♠10 ♦4 ♥10 ♦8,57.0032,Two Pair,0.0
1,4811e13de92d629cf35235fc225dde86,False,0,♠K ♣2,1190,False,False,True,True,0,0,,False,♠K ♣2 ♥2 ♠10 ♦4 ♥10 ♦8,50.1024,Two Pair,0.0
2,a0eb6599677296b01f9300e77c8f0a2d,False,0,♦2 ♦A,4450,False,False,True,True,2,0,,False,♦2 ♦A ♦4 ♦J ♣Q ♠4 ♠Q,69.2048,Two Pair,2400.0
2,1519630acb1b3569b8869d6e1568a08d,False,0,♦8 ♣J,2600,True,False,True,True,2,0,,False,♦8 ♣J ♦4 ♦J ♣Q ♠4 ♠Q,76.0032,Two Pair,0.0
2,465fc773c4,False,0,♥2 ♠3,950,True,False,True,True,0,0,SB,True,♥2 ♠3 ♦4 ♦J ♣Q ♠4 ♠Q,69.0256,Two Pair,0.0
2,4811e13de92d629cf35235fc225dde86,True,0,♦10 ♠9,1000,False,False,True,True,1,0,BB,False,♦10 ♠9 ♦4 ♦J ♣Q ♠4 ♠Q,69.0256,Two Pair,0.0
3,a0eb6599677296b01f9300e77c8f0a2d,False,0,♥2 ♠10,4510,False,False,True,True,2,0,BB,False,♥2 ♠10 ♣2 ♣8 ♦5 ♥3 ♠A,9.2208,Pair,120.0
3,1519630acb1b3569b8869d6e1568a08d,False,0,♥5 ♦4,2600,True,False,True,True,2,0,,False,♥5 ♦4 ♣2 ♣8 ♦5 ♥3 ♠A,113.0,Straight,0.0
3,465fc773c4,False,0,♦9 ♠9,950,True,False,True,True,0,0,,True,♦9 ♠9 ♣2 ♣8 ♦5 ♥3 ♠A,16.2084,Pair,0.0
3,4811e13de92d629cf35235fc225dde86,False,0,♠4 ♦8,940,True,False,False,True,1,0,SB,False,♠4 ♦8 ♣2 ♣8 ♦5 ♥3 ♠A,113.0,Straight,0.0
4,a0eb6599677296b01f9300e77c8f0a2d,False,0,♠Q ♠5,4550,False,False,True,True,2,0,SB,False,♠Q ♠5 ♠2 ♣A ♥2 ♠J ♦A,88.0512,Two Pair,420.0
4,1519630acb1b3569b8869d6e1568a08d,False,0,♦Q ♠8,2640,False,False,True,True,2,0,BB,False,♦Q ♠8 ♠2 ♣A ♥2 ♠J ♦A,88.0512,Two Pair,420.0
4,465fc773c4,False,0,♣8 ♣J,870,True,False,True,True,0,0,,True,♣8 ♣J ♠2 ♣A ♥2 ♠J ♦A,97.0032,Two Pair,0.0
4,4811e13de92d629cf35235fc225dde86,False,0,♣9 ♣2,940,True,False,True,True,1,0,,False,♣9 ♣2 ♠2 ♣A ♥2 ♠J ♦A,135.0,Full House,0.0
5,a0eb6599677296b01f9300e77c8f0a2d,False,0,♠2 ♥9,4470,True,False,True,True,2,0,,False,♠2 ♥9 ♠4 ♠3 ♦K ♦9 ♦5,16.103,Pair,0.0
5,1519630acb1b3569b8869d6e1568a08d,False,0,♦2 ♥10,2440,False,False,True,True,2,0,SB,False,♦2 ♥10 ♠4 ♠3 ♦K ♦9 ♦5,7.0198,High Card,0.0
5,465fc773c4,False,0,♣8 ♣10,790,True,False,True,True,0,0,BB,True,♣8 ♣10 ♠4 ♠3 ♦K ♦9 ♦5,7.0228,High Card,0.0
5,4811e13de92d629cf35235fc225dde86,False,0,♣Q ♠9,1300,False,False,True,True,1,0,,False,♣Q ♠9 ♠4 ♠3 ♦K ♦9 ♦5,16.154,Pair,560.0
6,a0eb6599677296b01f9300e77c8f0a2d,False,0,♥7 ♣A,4390,True,False,True,True,2,0,,False,♥7 ♣A ♣3 ♦3 ♥4 ♥2 ♥9,10.2128,Pair,0.0
6,1519630acb1b3569b8869d6e1568a08d,False,0,♥8 ♠9,2440,True,False,True,True,2,0,,False,♥8 ♠9 ♣3 ♦3 ♥4 ♥2 ♥9,44.0032,Two Pair,0.0
6,465fc773c4,False,0,♠Q ♦10,750,True,False,True,True,0,0,SB,True,♠Q ♦10 ♣3 ♦3 ♥4 ♥2 ♥9,10.0704,Pair,0.0
6,4811e13de92d629cf35235fc225dde86,False,0,♦6 ♥6,1420,False,False,True,True,1,0,BB,False,♦6 ♥6 ♣3 ♦3 ♥4 ♥2 ♥9,29.0064,Two Pair,280.0
7,a0eb6599677296b01f9300e77c8f0a2d,False,0,♥8 ♦2,4310,True,False,True,True,2,0,BB,False,♥8 ♦2 ♠K ♠A ♣7 ♦10 ♣A,21.1184,Pair,0.0
7,1519630acb1b3569b8869d6e1568a08d,False,0,♣3 ♦5,2440,True,False,True,True,2,0,,False,♣3 ♦5 ♠K ♠A ♣7 ♦10 ♣A,21.1168,Pair,0.0
7,465fc773c4,False,0,♥K ♣Q,750,True,False,True,True,0,0,,True,♥K ♣Q ♠K ♠A ♣7 ♦10 ♣A,99.0512,Two Pair,0.0
7,4811e13de92d629cf35235fc225dde86,False,0,♠4 ♥J,1500,False,False,True,True,1,0,SB,False,♠4 ♥J ♠K ♠A ♣7 ♦10 ♣A,21.1408,Pair,240.0
8,a0eb6599677296b01f9300e77c8f0a2d,False,0,♣K ♦A,3930,False,False,True,True,2,0,SB,False,♣K ♦A ♦Q ♣J ♣3 ♦K ♦8,20.2816,Pair,0.0
8,1519630acb1b3569b8869d6e1568a08d,False,0,♠K ♦3,3200,False,False,True,True,2,0,BB,False,♠K ♦3 ♦Q ♣J ♣3 ♦K ♦8,78.0512,Two Pair,1140.0
8,465fc773c4,False,0,♦5 ♣Q,750,True,False,True,True,0,0,,True,♦5 ♣Q ♦Q ♣J ♣3 ♦K ♦8,19.1312,Pair,0.0
8,4811e13de92d629cf35235fc225dde86,False,0,♥10 ♣10,1120,False,False,True,True,1,0,,False,♥10 ♣10 ♦Q ♣J ♣3 ♦K ♦8,17.1792,Pair,0.0
9,a0eb6599677296b01f9300e77c8f0a2d,False,0,♠9 ♥10,4810,False,False,True,True,2,0,,False,♠9 ♥10 ♦7 ♣Q ♦10 ♥9 ♠10,227.0,Full House,1360.0
9,1519630acb1b3569b8869d6e1568a08d,False,0,♥8 ♦4,2720,False,False,True,True,2,0,SB,False,♥8 ♦4 ♦7 ♣Q ♦10 ♥9 ♠10,17.0608,Pair,0.0
9,465fc773c4,False,0,♥4 ♥A,510,True,False,True,True,0,0,BB,True,♥4 ♥A ♦7 ♣Q ♦10 ♥9 ♠10,17.2624,Pair,0.0
9,4811e13de92d629cf35235fc225dde86,False,0,♣8 ♠2,960,True,False,True,True,1,0,,False,♣8 ♠2 ♦7 ♣Q ♦10 ♥9 ♠10,17.0608,Pair,0.0
10,a0eb6599677296b01f9300e77c8f0a2d,False,0,♣7 ♠A,4490,True,False,True,True,2,0,,False,♣7 ♠A ♥Q ♣K ♠2 ♦7 ♣J,14.3584,Pair,0.0
10,1519630acb1b3569b8869d6e1568a08d,False,0,♥J ♥K,4160,False,False,True,True,2,0,,False,♥J ♥K ♥Q ♣K ♠2 ♦7 ♣J,86.0512,Two Pair,2240.0
10,465fc773c4,False,0,♠8 ♦8,190,True,False,True,True,0,0,SB,True,♠8 ♦8 ♥Q ♣K ♠2 ♦7 ♣J,15.1792,Pair,0.0
10,4811e13de92d629cf35235fc225dde86,False,0,♥A ♥4,160,False,False,True,True,1,0,BB,False,♥A ♥4 ♥Q ♣K ♠2 ♦7 ♣J,8.1808,High Card,0.0
