round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,pot,bet,minBet,maxBet,sumPot_all,sumBet_all,maxBet_all,N_maxBet_all,N_canraise,sumMinBet_all,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,maxRoundBet,action,amount,cputime
1,0,4,4,deal,0,♠2 ♠Q,,20000,0.2632059523809741,0.34375202375865616,980,0,0,20,0,1000,0,80,20,4,4,0,-20,1.0564761904779303,0.052823809523896426,1.0564761904779303,-0.4735880952380518,303.84279959861567,raise,0,0.8485338687896729
1,1,4,4,flop,0,♠2 ♠Q,♦4 ♣8 ♠6,112,0.06101190476190476,0.23037617584715483,960,0,40,0,20,960,160,20,20,1,4,60,-40,-45.35714285714286,-0.7559523809523809,-49.01785714285714,-0.8779761904761905,62.20159807720995,fold,0,1.2359349727630615
2,0,4,2,deal,0,♥9 ♦4,,20000,0.19559047619048248,0.29795370807213634,950,0,0,10,10,960,0,30,20,1,2,10,-10,-12.1763809523807,-0.608819047619035,-14.132285714285526,-0.608819047619035,214.32422754267603,fold,0,0.08884382247924805
3,0,4,3,deal,0,♣3 ♣Q,,20000,0.26890178571430945,0.346508962217706,950,0,0,0,20,950,0,30,20,1,3,30,0,-3.865892857141432,-0.19329464285707165,-11.932946428570716,-0.4621964285713811,308.42610707078995,fold,0,0.09256291389465332
4,0,4,4,deal,0,♠7 ♠8,,20000,0.32065833333337135,0.36395638461278534,950,0,0,0,20,950,0,30,20,1,4,50,0,5.65266666666971,0.2826333333334854,-10.38024999999886,-0.3586833333332573,380.72885109312404,raise,0,0.0919342041015625
4,1,4,4,flop,0,♠7 ♠8,♥7 ♦7 ♥5,187,0.8609625668449198,0.33816923537459626,910,0,40,0,20,910,160,40,20,2,4,40,-40,146.63101604278074,2.443850267379679,112.19251336898395,0.7219251336898396,1916.5481508776281,raise,0,1.2520368099212646
4,2,4,4,turn,0,♠7 ♠8,♥7 ♦7 ♥5 ♥3,180,0.6666666666666666,0.4654746681256314,870,0,80,0,20,870,320,40,20,2,4,40,-80,166.66666666666663,1.6666666666666665,140.0,0.33333333333333326,1052.5030211517828,raise,0,1.2399177551269531
4,3,4,4,river,0,♠7 ♠8,♥7 ♦7 ♥5 ♥3 ♥K,519,0.19460500963391136,0.3958963246347415,830,0,120,0,20,830,480,40,20,2,4,40,-120,-31.02119460500964,-0.22157996146435455,-38.805394990366096,-0.6107899807321773,204.4493564132129,call,0,1.2685019969940186
5,0,4,4,deal,0,♣Q ♥A,,20000,0.3817708333333927,0.3576421211367939,770,0,0,40,0,810,0,160,40,4,4,0,-40,21.08333333334283,0.5270833333335707,21.08333333334283,-0.23645833333321464,444.6599340005873,raise,0,0.08023691177368164
5,1,4,4,flop,0,♣Q ♥A,♠10 ♠7 ♣4,92,0.15217391304347827,0.35918938351865887,730,0,80,0,40,730,320,40,40,1,4,120,-80,-46.95652173913044,-0.3913043478260869,-65.21739130434781,-0.6956521739130435,150.4365802177123,call,0,1.2414488792419434
5,2,4,3,turn,0,♣Q ♥A,♠10 ♠7 ♣4 ♣3,104,0.11057692307692307,0.30975122438162717,690,0,120,0,40,690,440,40,40,1,3,80,-120,-98.07692307692308,-0.6682692307692308,-106.92307692307693,-0.7788461538461539,105.22310946094318,call,0,1.2383489608764648
5,3,4,3,river,0,♣Q ♥A,♠10 ♠7 ♣4 ♣3 ♥10,215,0.10930232558139535,0.30637714521626896,650,0,160,0,40,650,560,40,40,1,3,80,-160,-125.67441860465117,-0.672093023255814,-134.41860465116278,-0.7813953488372093,102.39168713482886,call,0,1.248964786529541
6,0,4,3,deal,0,♠K ♠3,,20000,0.2905369047619359,0.35160119411910407,590,0,0,20,20,610,0,100,40,2,3,20,-20,-5.135571428567694,-0.1283892857141924,-10.946309523806413,-0.4189261904761282,296.7585645110556,call,0,0.08524894714355469
6,1,4,3,flop,1,♠K ♠3,♦9 ♠9 ♥K,43,0.6124031007751938,0.4696484614081544,570,0,40,0,40,570,120,0,0,4,3,0,-40,-6.5116279069767415,0.8372093023255813,-6.5116279069767415,0.22480620155038755,813.0962759130091,raise,0,1.235799789428711
6,2,4,2,turn,1,♠K ♠3,♦9 ♠9 ♥K ♣J,45,0.5666666666666667,0.4666666666666667,530,0,80,0,40,530,200,0,0,4,2,0,-80,-6.666666666666671,0.1333333333333333,-6.666666666666671,0.1333333333333333,706.2405141823948,raise,0,1.2348148822784424
6,3,4,2,river,1,♠K ♠3,♦9 ♠9 ♥K ♣J ♥9,95,0.7719298245614035,0.3479704158115833,490,0,120,0,40,490,280,0,0,4,2,0,-120,56.14035087719296,0.5438596491228069,56.14035087719296,0.5438596491228069,1228.5723224734193,raise,0,1.2404980659484863
7,0,4,3,deal,0,♦5 ♣A,,20000,0.30569047619051753,0.33758043076237226,810,0,0,0,40,810,0,60,40,1,3,60,0,-3.3171428571378954,-0.08292857142844734,-21.658571428568948,-0.38861904761896493,342.21787912456375,fold,0,0.09093976020812988
8,0,4,4,deal,0,♠9 ♥7,,20000,0.23638333333334763,0.31788326357772917,810,0,0,0,40,810,0,60,40,1,4,100,0,-2.178666666664377,-0.05446666666660949,-25.81699999999914,-0.5272333333333048,252.9689020980142,fold,0,0.12373089790344238
9,0,4,4,deal,0,♥A ♦4,,20000,0.2948464285714673,0.33470241382310245,730,0,0,80,0,810,0,320,80,4,4,0,-80,14.350857142869543,0.17938571428586925,14.350857142869543,-0.4103071428570654,318.35197766928843,raise,0,0.09593915939331055
9,1,4,4,flop,0,♥A ♦4,♥3 ♥7 ♥K,106,0.4339622641509434,0.4908380958237194,650,0,160,0,80,650,640,80,80,1,4,240,-160,176.6037735849057,0.7358490566037736,72.45283018867923,-0.13207547169811318,503.4163175467193,raise,0,1.2410259246826172
9,2,4,3,turn,0,♥A ♦4,♥3 ♥7 ♥K ♦10,89,0.3651685393258427,0.4726452273326563,490,0,320,0,80,490,1120,80,80,1,3,160,-320,96.62921348314609,0.09550561797752799,38.202247191011224,-0.2696629213483146,377.6857436900636,raise,0,1.2375197410583496
9,3,4,3,river,0,♥A ♦4,♥3 ♥7 ♥K ♦10 ♥Q,184,1.0,0.0,330,0,480,0,80,330,1600,80,80,1,3,160,-480,1280.0,2.0,1120.0,1.0,inf,raise,0,1.2451589107513428
10,0,4,3,deal,0,♦9 ♠3,,20000,0.18653273809524432,0.2909522565203122,2210,0,0,40,40,2250,0,160,80,1,2,40,-40,-42.693452380951136,-0.6269345238095114,-50.15476190476091,-0.6269345238095114,290.1303329200684,fold,0,0.08654189109802246
11,0,4,3,deal,0,♣6 ♥10,,20000,0.23023511904763172,0.31584818932206493,2210,0,0,0,80,2210,0,120,80,1,3,120,0,-24.743571428568387,-0.30929464285710484,-52.371785714284194,-0.5395297619047366,367.7335868976379,fold,0,0.08377599716186523
12,0,4,4,deal,0,♠9 ♣7,,20000,0.23638333333334763,0.31788326357772917,2210,0,0,0,80,2210,0,120,80,1,4,200,0,-4.357333333328754,-0.05446666666660949,-51.63399999999828,-0.5272333333333048,379.00323054542343,fold,0,0.08453583717346191
13,0,4,4,deal,0,♥10 ♣6,,20000,0.23023511904763172,0.31584818932206493,2050,0,0,160,0,2210,0,640,160,4,4,0,-160,-12.6495238095157,-0.07905952380947312,-12.6495238095157,-0.5395297619047366,353.7579636426208,check,0,0.08752584457397461
13,1,4,4,flop,0,♥10 ♣6,♣9 ♥2 ♦5,108,0.1388888888888889,0.3458305443885759,2050,0,160,0,160,2050,640,160,160,1,4,480,-160,-142.22222222222223,-0.4444444444444444,-208.88888888888889,-0.7222222222222222,202.15542220798807,call,0,1.2395670413970947
13,2,4,3,turn,0,♥10 ♣6,♣9 ♥2 ♦5 ♦2,100,0.18,0.38418745424597095,1890,0,320,0,160,1890,1120,160,160,1,3,320,-320,-192.0,-0.45999999999999996,-249.60000000000002,-0.64,257.6913025408302,call,0,1.2432448863983154
13,3,4,3,river,0,♥10 ♣6,♣9 ♥2 ♦5 ♦2 ♦6,152,0.4276315789473684,0.49473509238212426,1730,0,480,0,160,1730,1600,160,160,1,3,320,-480,249.47368421052636,0.2828947368421053,112.63157894736844,-0.14473684210526316,694.7339982774679,raise,0,1.2401337623596191
14,0,4,3,deal,0,♥6 ♠3,,20000,0.21589285714286913,0.31186995201508744,1330,0,0,80,80,1410,0,400,160,2,3,80,-80,-56.371428571422825,-0.3523214285713926,-73.64285714285235,-0.5682142857142618,270.3472522119312,call,0,0.07145881652832031
14,1,4,3,flop,1,♥6 ♠3,♠A ♣7 ♠J,44,0.045454545454545456,0.20829889522526548,1250,0,160,0,160,1250,480,0,0,4,3,0,-160,-298.1818181818182,-0.8636363636363636,-298.1818181818182,-0.9090909090909091,50.46847882505774,fold,0,1.235692024230957
15,0,4,3,deal,0,♠J ♠A,,20000,0.40291845238101337,0.36918172609550504,1250,0,0,0,160,1250,0,240,160,1,3,240,0,33.40085714288642,0.20875535714304005,-63.29957142855679,-0.19416309523797326,559.4726028522823,raise,0,0.07929706573486328
