round_id,playerName,allIn,bet,cards,chips,folded,isHuman,isOnline,isSurvive,reloadCount,roundBet,position,me,hand,rank,message,winMoney
1,8+9,False,0,♣8 ♦J,956,True,False,True,True,0,0,BB,False,♣8 ♦J ♦4 ♠Q ♠3 ♦5 ♣4,11.08,Pair,0.0
1,iCRC必勝,False,0,♥9 ♥4,936,True,False,True,True,0,0,,False,♥9 ♥4 ♦4 ♠Q ♠3 ♦5 ♣4,102.0576,Three of a Kind,0.0
1,A_P_T^T,False,0,♠10 ♥3,956,True,False,True,True,0,0,,False,♠10 ♥3 ♦4 ♠Q ♠3 ♦5 ♣4,24.0512,Two Pair,0.0
1,ヽ(=^･ω･^=)丿,False,0,♦9 ♦10,916,True,False,True,True,0,0,,True,♦9 ♦10 ♦4 ♠Q ♠3 ♦5 ♣4,11.0704,Pair,0.0
1,TMBS=trend micro's best supreme,False,0,♣2 ♠A,1324,False,False,True,True,0,0,,False,♣2 ♠A ♦4 ♠Q ♠3 ♦5 ♣4,113.0,Straight,408.0
1,AllinWin,False,0,♠8 ♥A,956,True,False,True,True,0,0,,False,♠8 ♥A ♦4 ♠Q ♠3 ♦5 ♣4,11.2592,Pair,0.0
1,隨便  ,False,0,♦7 ♦A,956,True,False,True,True,0,0,SB,False,♦7 ♦A ♦4 ♠Q ♠3 ♦5 ♣4,11.2576,Pair,0.0
2,8+9,False,0,♦3 ♥5,1916,True,False,True,True,1,0,SB,False,♦3 ♥5 ♣2 ♥9 ♥8 ♦7 ♦J,5.0116,High Card,0.0
2,iCRC必勝,False,0,♣A ♠7,1876,True,False,True,True,1,0,BB,False,♣A ♠7 ♣2 ♥9 ♥8 ♦7 ♦J,14.2368,Pair,0.0
2,A_P_T^T,False,0,♦6 ♦A,916,True,False,True,True,0,0,,False,♦6 ♦A ♣2 ♥9 ♥8 ♦7 ♦J,8.0368,High Card,0.0
2,ヽ(=^･ω･^=)丿,False,0,♦5 ♠2,916,True,False,True,True,0,0,,True,♦5 ♠2 ♣2 ♥9 ♥8 ♦7 ♦J,9.0352,Pair,0.0
2,TMBS=trend micro's best supreme,True,0,♥K ♠J,368,False,False,True,True,0,0,,False,♥K ♠J ♣2 ♥9 ♥8 ♦7 ♦J,18.112,Pair,368.0
2,AllinWin,False,0,♠3 ♠K,916,True,False,True,True,0,0,,False,♠3 ♠K ♣2 ♥9 ♥8 ♦7 ♦J,7.0368,High Card,0.0
2,隨便  ,True,0,♦K ♣K,2092,False,False,True,True,0,0,,False,♦K ♣K ♣2 ♥9 ♥8 ♦7 ♦J,20.0352,Pair,2092.0
3,8+9,False,0,♠4 ♥6,2896,True,False,True,True,2,0,,False,♠4 ♥6 ♣2 ♣7 ♥K ♦9 ♠A,8.1112,High Card,0.0
3,iCRC必勝,False,0,♠J ♦3,2856,True,False,True,True,2,0,SB,False,♠J ♦3 ♣2 ♣7 ♥K ♦9 ♠A,8.136,High Card,0.0
3,A_P_T^T,False,0,♣9 ♥4,896,True,False,True,True,0,0,BB,False,♣9 ♥4 ♣2 ♣7 ♥K ♦9 ♠A,16.3088,Pair,0.0
