round_id,playerName,allIn,bet,cards,chips,folded,isHuman,isOnline,isSurvive,reloadCount,roundBet,position,me,hand,rank,message,winMoney
1,8+9,False,0,♣J ♥3,927,True,False,True,True,0,0,SB,False,♣J ♥3 ♣5 ♦J ♠2 ♣4 ♥Q,18.0518,Pair,0.0
1,隨便  ,False,0,♣9 ♦9,507,False,False,True,True,0,0,BB,False,♣9 ♦9 ♣5 ♦J ♠2 ♣4 ♥Q,16.0772,Pair,0.0
1,iCRC必勝,False,0,♠J ♦4,2099,False,False,True,True,0,0,,False,♠J ♦4 ♣5 ♦J ♠2 ♣4 ♥Q,60.0512,Two Pair,1592.0
1,A_P_T^T,False,0,♣7 ♠Q,960,True,False,True,True,0,0,,False,♣7 ♠Q ♣5 ♦J ♠2 ♣4 ♥Q,19.0276,Pair,0.0
1,TMBS=trend micro's best supreme,False,0,♣10 ♠9,507,False,False,True,True,0,0,,False,♣10 ♠9 ♣5 ♦J ♠2 ♣4 ♥Q,6.0452,High Card,0.0
1,AllinWin,False,0,♠3 ♦10,1000,True,False,True,True,0,0,,False,♠3 ♦10 ♣5 ♦J ♠2 ♣4 ♥Q,6.039,High Card,0.0
1,ヽ(=^･ω･^=)丿,False,0,♦7 ♠8,1000,True,False,True,True,0,0,,True,♦7 ♠8 ♣5 ♦J ♠2 ♣4 ♥Q,6.0308,High Card,0.0
2,8+9,False,0,♠8 ♦6,1881,True,False,True,True,1,0,,False,♠8 ♦6 ♦10 ♠Q ♠7 ♣4 ♥4,11.0672,Pair,0.0
2,隨便  ,False,0,♦A ♠2,497,True,False,True,True,0,0,SB,False,♦A ♠2 ♦10 ♠Q ♠7 ♣4 ♥4,11.2688,Pair,0.0
2,iCRC必勝,False,0,♦2 ♥7,3053,True,False,True,True,1,0,BB,False,♦2 ♥7 ♦10 ♠Q ♠7 ♣4 ♥4,34.0512,Two Pair,0.0
2,A_P_T^T,False,0,♦8 ♦5,914,True,False,True,True,0,0,,False,♦8 ♦5 ♦10 ♠Q ♠7 ♣4 ♥4,11.0672,Pair,0.0
2,TMBS=trend micro's best supreme,False,0,♥9 ♥A,741,False,False,True,True,0,0,,False,♥9 ♥A ♦10 ♠Q ♠7 ♣4 ♥4,11.2688,Pair,320.0
2,AllinWin,False,0,♣10 ♥2,1000,True,False,True,True,0,0,,False,♣10 ♥2 ♦10 ♠Q ♠7 ♣4 ♥4,52.0512,Two Pair,0.0
