round_id,playerName,allIn,bet,cards,chips,folded,isHuman,isOnline,isSurvive,reloadCount,roundBet,position,me,hand,rank,message,winMoney
1,8+9,False,0,♠8 ♥9,956,True,False,True,True,0,0,,False,♠8 ♥9 ♥10 ♦J ♥3 ♣Q ♣J,120.0,Straight,0.0
1,隨便  ,False,0,♦10 ♣9,1938,False,False,True,True,0,0,,False,♦10 ♣9 ♥10 ♦J ♥3 ♣Q ♣J,66.0512,Two Pair,1353.0
1,iCRC必勝,False,0,♥4 ♠9,1000,True,False,True,True,0,0,,False,♥4 ♠9 ♥10 ♦J ♥3 ♣Q ♣J,18.0704,Pair,0.0
1,A_P_T^T,False,0,♦Q ♦4,956,True,False,True,True,0,0,,False,♦Q ♦4 ♥10 ♦J ♥3 ♣Q ♣J,76.0128,Two Pair,0.0
1,TMBS=trend micro's best supreme,False,0,♠4 ♥6,585,False,False,True,True,0,0,SB,False,♠4 ♥6 ♥10 ♦J ♥3 ♣Q ♣J,18.0648,Pair,0.0
1,AllinWin,False,0,♥5 ♠2,980,True,False,True,True,0,0,BB,False,♥5 ♠2 ♥10 ♦J ♥3 ♣Q ♣J,18.0644,Pair,0.0
1,ヽ(=^･ω･^=)丿,False,0,♥K ♥7,585,True,False,True,True,0,0,,True,♥K ♥7 ♥10 ♦J ♥3 ♣Q ♣J,18.1664,Pair,0.0
2,8+9,False,0,♠8 ♠2,2026,False,False,True,True,1,0,,False,♠8 ♠2 ♥2 ♠10 ♥Q ♣10 ♠K,50.1024,Two Pair,90.0
2,隨便  ,False,0,♦3 ♥K,1938,True,False,True,True,0,0,,False,♦3 ♥K ♥2 ♠10 ♥Q ♣10 ♠K,85.0512,Two Pair,0.0
2,iCRC必勝,False,0,♠J ♣J,1000,True,False,True,True,0,0,,False,♠J ♣J ♥2 ♠10 ♥Q ♣10 ♠K,66.1024,Two Pair,0.0
2,A_P_T^T,False,0,♥A ♠6,936,True,False,True,True,0,0,,False,♥A ♠6 ♥2 ♠10 ♥Q ♣10 ♠K,17.3584,Pair,0.0
2,TMBS=trend micro's best supreme,False,0,♦4 ♠A,565,False,False,True,True,0,0,,False,♦4 ♠A ♥2 ♠10 ♥Q ♣10 ♠K,17.3584,Pair,0.0
2,AllinWin,False,0,♥9 ♣8,970,True,False,True,True,0,0,SB,False,♥9 ♣8 ♥2 ♠10 ♥Q ♣10 ♠K,17.16,Pair,0.0
2,ヽ(=^･ω･^=)丿,False,0,♣K ♠9,565,True,False,True,True,0,0,BB,True,♣K ♠9 ♥2 ♠10 ♥Q ♣10 ♠K,85.0512,Two Pair,0.0
3,8+9,False,0,♦10 ♠K,2977,True,False,True,True,2,0,BB,False,♦10 ♠K ♠2 ♣9 ♣K ♣Q ♦5,20.0704,Pair,0.0
3,隨便  ,False,0,♥9 ♦Q,1589,False,False,True,True,0,0,,False,♥9 ♦Q ♠2 ♣9 ♣K ♣Q ♦5,74.1024,Two Pair,0.0
3,iCRC必勝,False,0,♥2 ♥Q,1000,True,False,True,True,0,0,,False,♥2 ♥Q ♠2 ♣9 ♣K ♣Q ♦5,67.1024,Two Pair,0.0
3,A_P_T^T,False,0,♠10 ♣4,916,True,False,True,True,0,0,,False,♠10 ♣4 ♠2 ♣9 ♣K ♣Q ♦5,7.0708,High Card,0.0
3,TMBS=trend micro's best supreme,False,0,♠5 ♥5,1003,False,False,True,True,0,0,,False,♠5 ♥5 ♠2 ♣9 ♣K ♣Q ♦5,103.1536,Three of a Kind,787.0
3,AllinWin,False,0,♥10 ♠7,970,True,False,True,True,0,0,,False,♥10 ♠7 ♠2 ♣9 ♣K ♣Q ♦5,7.072,High Card,0.0
3,ヽ(=^･ω･^=)丿,False,0,♠A ♦4,545,True,False,True,True,0,0,SB,True,♠A ♦4 ♠2 ♣9 ♣K ♣Q ♦5,8.1604,High Card,0.0
4,8+9,False,0,♦J ♦3,2957,True,False,True,True,2,0,SB,False,♦J ♦3 ♥2 ♣Q ♥4 ♠4 ♦K,11.1792,Pair,0.0
