round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,prWin_adj,chips,reld,stack,pot,bet,cost_to_call,pot_sum,bet_sum,maxBet_all,N_maxBet_all,bluff_freq,thd_call,bet_limit,action,amount,cputime
1,0,10,8,deal,False,♣A ♣7,,60000,0.14452750000000003,0.34124308014468907,0.491228573834603,1000,0,3000,0,0,20,0,90,20,4,0,0.18181818181818182,90,check,0,0.2542388439178467
1,1,10,6,deal,False,♣A ♣7,,60000,0.14452750000000003,0.34124308014468907,0.491228573834603,980,0,2980,0,20,20,0,210,40,4,0,0.08695652173913043,210,check,0,0.2481977939605713
1,2,10,5,flop,False,♣A ♣7,♣2 ♣9 ♦3,676,0.40828402366863903,0.49151620490639497,0.4652999034377808,960,0,2960,40,0,20,250,60,20,3,0,0.06060606060606061,154.09181804536843,check,0,1.291680097579956
1,3,10,5,turn,False,♣A ♣7,♣2 ♣9 ♦3 ♣K,644,0.9347826086956522,0.24690905851305536,0.9428439687596465,940,0,2940,60,0,20,350,60,20,3,0,0.046511627906976744,inf,allin,0,1.2617559432983398
2,0,10,7,deal,False,♣8 ♦3,,60000,0.05021666666666666,0.20661752940599062,0.26511414097886044,1350,0,3350,0,0,20,0,50,20,2,0,0.2857142857142857,28.217337357354527,fold,0,0.23971033096313477
3,0,10,7,deal,False,♠Q ♦10,,60000,0.13010055555555555,0.3266877602709752,0.4604591350863835,1350,0,3350,0,0,20,0,30,20,1,0,0.4,30,check,0,0.25942277908325195
3,1,10,5,flop,False,♠Q ♦10,♠6 ♥10 ♣7,523,0.26704907584448695,0.437953822206489,0.3201392602844127,1330,0,3330,20,0,146,120,146,146,1,0,0.35436893203883496,236.73049318687362,fold,0,1.2450480461120605
4,0,10,9,deal,False,♣8 ♣10,,60000,0.1366466666666667,0.33413494335274113,0.4732511388463981,1330,0,3330,0,0,20,0,50,20,2,0,0.2857142857142857,50,check,0,0.25147128105163574
4,1,10,5,flop,True,♣8 ♣10,♦8 ♣5 ♠8,661,0.7632375189107413,0.41290944326225487,0.8150991447294889,1310,0,3310,20,0,20,130,0,0,10,0,0.13333333333333333,260,bet,260,1.24711012840271
4,2,10,2,turn,True,♣8 ♣10,♦8 ♣5 ♠8 ♣7,251,0.4860557768924303,0.4836003553160881,0.507822709931347,1050,0,3050,280,0,20,650,0,0,10,0,0.029850746268656716,0,bet,0,1.2543752193450928
4,3,10,2,river,True,♣8 ♣10,♦8 ♣5 ♠8 ♣7 ♥A,329,0.547112462006079,0.49777546737834094,0.551535861000061,1030,0,3030,300,0,20,690,0,0,10,0,0.028169014084507043,128.75,bet,128,1.2679810523986816
4,4,10,2,river,False,♣8 ♣10,♦8 ♣5 ♠8 ♣7 ♥A,944,0.5429025423728814,0.4957579018852568,0.5473293226527846,902,0,2902,300,128,112,690,368,240,1,0,0.09572649572649573,112.75,bet,112,1.2590878009796143
5,0,10,9,deal,False,♠K ♥10,,60000,0.1306822222222222,0.3273124819973437,0.4603195545436203,1960,0,3960,0,0,20,0,30,20,1,0,0.4,30,check,0,0.2452681064605713
5,1,10,5,deal,False,♠K ♥10,,60000,0.1306822222222222,0.3273124819973437,0.4603195545436203,1940,0,3940,0,20,20,0,160,40,3,0,0.1111111111111111,136.00664993785026,check,0,0.2489011287689209
5,2,10,5,flop,False,♠K ♥10,♣2 ♣4 ♦8,598,0.11705685618729098,0.3214880224935897,0.1569213709764961,1920,0,3920,40,0,20,200,20,20,1,0,0.08333333333333333,10,fold,0,1.2399370670318604
6,0,10,10,deal,False,♣Q ♣6,,60000,0.11809638888888888,0.3122359509770114,0.4330732764232723,1920,0,3920,0,0,20,0,30,20,1,0,0.4,30,check,0,0.273820161819458
6,1,10,6,flop,True,♣Q ♣6,♠4 ♥K ♦2,671,0.07302533532041729,0.24945571720736515,0.10580777398380273,1900,0,3900,20,0,20,120,0,0,10,0,0.14285714285714285,16.105001621131173,fold,0,1.2468008995056152
7,0,10,7,deal,False,♦K ♣2,,60000,0.07763222222222223,0.2573515740074739,0.3382667971559366,1880,0,3880,0,20,74,0,510,94,5,0,0.09246575342465753,151.3859125688431,check,0,0.24272513389587402
7,1,10,7,flop,True,♦K ♣2,♠4 ♥J ♣10,640,0.0421875,0.18269226815536008,0.06791763797086989,1806,0,3806,94,0,20,658,0,0,10,0,0.029498525073746312,10,fold,0,1.268921136856079
8,0,10,7,deal,False,♠6 ♣J,,60000,0.06966722222222223,0.24094096277335325,0.3171241822989766,1796,0,3796,0,10,10,0,130,20,6,0,0.0,18.67047886061761,check,0,0.2699010372161865
8,1,10,7,flop,True,♠6 ♣J,♦Q ♣6 ♥3,361,0.15373961218836565,0.3578074642956276,0.20063047772494824,1786,0,3786,20,0,20,140,0,0,10,0,0.125,26.701766973480183,check,0,1.2717041969299316
8,2,10,5,flop,False,♠6 ♣J,♦Q ♣6 ♥3,1006,0.15357852882703776,0.3553372062077506,0.20044928278774438,1786,0,3786,20,0,182,140,284,182,1,0,0.30033003300330036,141.8632822731335,fold,0,1.2656137943267822
9,0,10,8,deal,False,♦2 ♠3,,60000,0.05547194444444444,0.2222440819394796,0.2775040923005571,1786,0,3786,0,0,40,0,230,40,5,0,0.14814814814814814,57.5,check,0,0.24297809600830078
9,1,10,4,flop,False,♦2 ♠3,♣8 ♠9 ♥4,538,0.011152416356877323,0.1050144750321601,0.02501432706112246,1746,0,3746,40,0,265,300,305,265,1,0,0.3045977011494253,15.930657211556074,fold,0,1.261265754699707
10,0,10,7,deal,False,♣5 ♠7,,60000,0.07688138888888889,0.25567989228729904,0.3347596428152489,1746,0,3746,0,0,207,0,651,207,3,0,0.24125874125874125,325.5,check,0,0.25246405601501465
