round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,chips_total,pot,bet,cost_on_table,cost_to_call,cost_total,maxBet_all,N_maxBet_all,util_fold,util_call,N_canraise,util_raise_coeff,util_call2,util_raise_coeff2,limitRoundBet,limitBet,gamble,gamble_tol,action,amount,cputime
1,0,6,6,deal,False,♠A ♣7,,20000,0.20942380952380218,0.32979445701150395,1000,0,3000,0,0,0,20,20,20,2,0,9.319333333332303,5,0.2565428571428132,-1.1518571428578053,-0.5811523809523956,306.16880790164964,306.16880790164964,True,300,bet,275,0.2059798240661621
1,1,6,3,flop,True,♠A ♣7,♣3 ♦Q ♦2,147,0.04081632653061224,0.19786448397617667,725,0,2725,275,0,275,20,295,0,6,-275,-78.57142857142856,2,-0.8775510204081632,-78.57142857142856,-0.9183673469387755,49.3176552028697,-225.6823447971303,False,272,fold,0,1.2323229312896729
2,0,6,6,deal,False,♠9 ♠8,,20000,0.20485833333332798,0.3419203715957075,725,0,2725,0,0,0,20,20,20,1,0,8.680166666665919,5,0.22914999999996777,-5.659916666667041,-0.590283333333344,271.28870544317385,271.28870544317385,True,272,bet,244,0.22867488861083984
2,1,6,4,flop,True,♠9 ♠8,♠7 ♦Q ♣2,65,0.16153846153846155,0.35200188272761695,481,0,2481,244,0,244,20,264,0,6,-244,37.95692307692306,3,-0.3538461538461538,37.95692307692306,-0.676923076923077,189.83831568257477,-54.16168431742523,True,248,call,0,1.220635175704956
2,2,6,3,turn,True,♠9 ♠8,♠7 ♦Q ♣2 ♥10,152,0.06907894736842106,0.24366541788398324,461,0,2461,264,0,264,20,284,0,6,-264,-74.3,2,-0.7927631578947368,-74.3,-0.8618421052631579,76.50547143586466,-187.49452856413535,True,246,call,0,1.232292652130127
2,3,6,3,river,True,♠9 ♠8,♠7 ♦Q ♣2 ♥10 ♠6,64,1.0,0.0,441,0,2441,284,0,284,20,304,0,6,-284,1146.0,2,2.0,1146.0,1.0,2441,2157,True,244,bet,1941,1.2240102291107178
3,0,6,6,deal,False,♣J ♠J,,20000,0.34257380952383276,0.35893367361037765,2429,0,4429,0,20,20,20,40,40,3,-20,55.92066666667317,5,1.0554428571429968,42.217714285719865,-0.3148523809523345,806.7556304954855,786.7556304954855,False,442,bet,708,0.1983048915863037
3,1,6,5,flop,True,♣J ♠J,♦8 ♠K ♦3,91,0.26373626373626374,0.44065797045633887,1721,0,3721,728,0,728,20,748,0,6,-728,488.3670329670329,3,0.05494505494505497,488.3670329670329,-0.4725274725274725,494.7686799770141,-233.23132002298593,True,372,call,0,1.2263951301574707
3,2,6,4,turn,True,♣J ♠J,♦8 ♠K ♦3 ♣6,104,0.22115384615384615,0.4150238818251392,1701,0,3701,748,0,748,20,768,0,6,-748,335.8576923076922,2,-0.33653846153846156,335.8576923076922,-0.5576923076923077,401.7373338749034,-346.2626661250966,True,370,call,0,1.2226769924163818
3,3,6,4,river,True,♣J ♠J,♦8 ♠K ♦3 ♣6 ♣4,150,0.24,0.4270831300812525,1681,0,3681,768,0,768,20,788,0,6,-768,416.07199999999995,2,-0.28,416.07199999999995,-0.52,438.72516681440715,-329.27483318559285,True,368,call,0,1.2309010028839111
4,0,6,5,deal,False,♠7 ♣3,,20000,0.14256468253968163,0.290668842670103,3623,0,5623,0,10,10,10,20,20,4,-10,-0.040944444444573236,4,-0.2871765873015919,-2.892238095238204,-0.7148706349206367,375.6087078451703,365.6087078451703,True,562,call,0,0.2074439525604248
4,1,6,5,flop,True,♠7 ♣3,♠4 ♠2 ♠K,120,0.1,0.30000000000000004,3613,0,5613,20,0,20,20,40,0,6,-20,-2.4000000000000004,4,-0.5,-2.4000000000000004,-0.8,256.83679451706945,236.83679451706945,True,561,call,0,1.2282600402832031
4,2,6,3,turn,True,♠7 ♣3,♠4 ♠2 ♠K ♥10,133,0.022556390977443608,0.1484843432942218,3593,0,5593,40,0,40,20,60,0,6,-40,-19.398496240601506,2,-0.9323308270676691,-19.398496240601506,-0.9548872180451128,55.41705847677265,15.417058476772652,False,559,fold,0,1.2339251041412354
5,0,6,5,deal,False,♦7 ♠2,,20000,0.13233253968253986,0.281949910865802,3593,0,5593,0,0,0,20,20,20,3,0,-1.473444444444418,4,-0.3383373015873007,-5.443420634920614,-0.7353349206349202,344.7899336095026,344.7899336095026,False,559,fold,0,0.20188498497009277
