round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,chips_total,pot,bet,cost_on_table,cost_to_call,cost_total,maxBet_all,N_maxBet_all,util_fold,util_call,N_canraise,util_raise_coeff,util_call2,util_raise_coeff2,limitRoundBet,limitBet,gamble,gamble_tol,action,amount,cputime
1,0,6,6,deal,False,♥K ♣4,,20000,0.16801944444443986,0.3067187378389865,1000,0,3000,0,0,0,20,20,20,4,0,3.522722222221578,5,0.008116666666639238,1.8425277777771818,-0.6639611111111203,239.6604708163035,239.6604708163035,True,300,bet,215,0.20036911964416504
1,1,6,3,flop,False,♥K ♣4,♠7 ♦J ♥J,354,0.17231638418079095,0.377655197135759,785,0,2785,215,0,215,20,235,20,2,-215,44.49435028248587,2,-0.48305084745762716,34.15536723163842,-0.655367231638418,228.7477620556243,13.747762055624293,True,278,call,0,1.2465357780456543
1,2,6,3,turn,False,♥K ♣4,♠7 ♦J ♥J ♣Q,352,0.09232954545454546,0.2857868413215008,765,0,2765,235,0,235,20,255,20,2,-235,-32.65482954545455,2,-0.7230113636363636,-38.19460227272728,-0.8153409090909091,116.32852971996377,-118.67147028003623,True,276,fold,0,1.2500689029693604
2,0,6,5,deal,False,♥K ♠7,,20000,0.1863214285714218,0.3152024682388939,765,0,2765,0,0,0,20,20,20,2,0,6.084999999999052,4,-0.0683928571428909,-3.2310714285720383,-0.6273571428571564,247.597790073127,247.597790073127,True,276,call,0,0.19820308685302734
2,1,6,5,deal,False,♥K ♠7,,20000,0.1863214285714218,0.3152024682388939,745,0,2745,0,20,20,20,40,40,3,-20,12.169999999998105,4,-0.0683928571428909,0.990714285712798,-0.6273571428571564,245.80684764945158,225.80684764945158,True,274,call,0,0.17600584030151367
2,2,6,5,flop,False,♥K ♠7,♥7 ♦2 ♥Q,420,0.34285714285714286,0.4746642207381757,725,0,2725,40,0,40,20,60,20,1,-40,75.54285714285714,4,0.7142857142857144,48.11428571428572,-0.3142857142857143,496.8770677065606,456.8770677065606,True,272,bet,411,1.2626581192016602
2,3,6,4,flop,False,♥K ♠7,♥7 ♦2 ♥Q,1197,0.3337510442773601,0.4695546671826523,314,0,2314,40,411,451,314,765,822,1,-451,1022.2368421052633,3,0.3350041771094403,315.3521303258146,-0.33249791144527985,408.1050433790222,-42.89495662097778,True,231,fold,0,1.278425693511963
3,0,6,6,deal,False,♠7 ♠A,,20000,0.2477833333333313,0.3612951920111347,1314,1,2314,0,0,0,20,20,20,2,0,14.689666666666382,5,0.4866999999999879,2.3004999999998166,-0.5044333333333374,286.14240967018003,286.14240967018003,True,231,bet,257,0.20546293258666992
3,1,6,3,flop,False,♠7 ♠A,♥5 ♠4 ♠J,289,0.4342560553633218,0.49068907972288894,1057,1,2057,257,0,257,20,277,20,1,-257,269.6038062283737,1,-0.13148788927335642,243.5484429065744,-0.13148788927335642,508.86083640881986,251.86083640881986,True,205,call,0,1.2362802028656006
3,2,6,3,turn,False,♠7 ♠A,♥5 ♠4 ♠J ♦10,175,0.29714285714285715,0.4569999776715933,1037,1,2037,277,0,277,20,297,20,1,-277,164.18857142857144,1,-0.4057142857142857,146.36,-0.4057142857142857,311.93179317192823,34.931793171928234,True,203,call,0,1.231571912765503
