round_id,playerName,chips,reloadCount,cards,hand,position,act_deal,bet_deal,act_flop,bet_flop,act_turn,bet_turn,act_river,bet_river,allIn,folded,rank,message,winMoney
1,SML,1000,0,♣5 ♣J,♣5 ♣J ♣3 ♥7 ♦10 ♦8 ♣Q,,call,70.0,call,20.0,call,20.0,fold,0,False,True,6.0432,High Card,0.0
1,PCB,1000,0,♠10 ♠8,♠10 ♠8 ♣3 ♥7 ♦10 ♦8 ♣Q,,call,70.0,call,20.0,call,20.0,check,0,False,False,56.0512,Two Pair,510.0
1,Tobacco AI,1000,0,♥9 ♣9,♥9 ♣9 ♣3 ♥7 ♦10 ♦8 ♣Q,SB,call,70.0,call,20.0,call,20.0,check,0,False,False,16.0672,Pair,0.0
1,Out Bluffed,1000,0,♥8 ♠6,♥8 ♠6 ♣3 ♥7 ♦10 ♦8 ♣Q,BB,bet,70.0,bet,20.0,bet,20.0,fold,0,False,True,15.0656,Pair,0.0
1,Im Not Kao Chin,1000,0,♠7 ♦3,♠7 ♦3 ♣3 ♥7 ♦10 ♦8 ♣Q,,fold,0.0,fold,0.0,fold,0.0,fold,0,False,True,33.0512,Two Pair,0.0
1,ヽ(=^･ω･^=)丿,1000,0,♦K ♣4,♦K ♣4 ♣3 ♥7 ♦10 ♦8 ♣Q,,call,70.0,fold,0.0,fold,0.0,fold,0,False,True,7.0688,High Card,0.0
2,SML,890,0,♦5 ♠6,♦5 ♠6 ♥Q ♠9 ♣6 ♦6 ♦J,,call,20.0,bet,20.0,,,bet,20,False,False,104.0768,Three of a Kind,150.0
2,PCB,1400,0,♠K ♣10,♠K ♣10 ♥Q ♠9 ♣6 ♦6 ♦J,,call,20.0,fold,0.0,,,fold,0,False,True,121.0,Straight,0.0
2,Tobacco AI,1890,1,♣K ♠8,♣K ♠8 ♥Q ♠9 ♣6 ♦6 ♦J,,call,20.0,call,20.0,,,fold,0,False,True,13.1792,Pair,0.0
2,Out Bluffed,890,0,♠7 ♦A,♠7 ♦A ♥Q ♠9 ♣6 ♦6 ♦J,SB,fold,10.0,fold,0.0,,,fold,0,False,True,13.2816,Pair,0.0
2,Im Not Kao Chin,1000,0,♥J ♦2,♥J ♦2 ♥Q ♠9 ♣6 ♦6 ♦J,BB,call,20.0,fold,0.0,,,fold,0,False,True,62.0512,Two Pair,0.0
2,ヽ(=^･ω･^=)丿,930,0,♣5 ♠10,♣5 ♠10 ♥Q ♠9 ♣6 ♦6 ♦J,,fold,0.0,fold,0.0,,,fold,0,False,True,13.0896,Pair,0.0
3,SML,980,0,♠3 ♥K,♠3 ♥K ♦3 ♠9 ♦K ♥A ♠8,,call,20.0,call,20.0,call,106.0,call,197,False,False,78.2048,Two Pair,1089.0
3,PCB,1380,0,♦9 ♦7,♦9 ♦7 ♦3 ♠9 ♦K ♥A ♠8,,call,20.0,call,20.0,call,106.0,call,197,False,False,16.3104,Pair,0.0
3,Tobacco AI,1850,1,♦A ♣7,♦A ♣7 ♦3 ♠9 ♦K ♥A ♠8,,call,20.0,call,20.0,bet,106.0,bet,197,False,False,21.112,Pair,0.0
3,Out Bluffed,880,0,♦5 ♥5,♦5 ♥5 ♦3 ♠9 ♦K ♥A ♠8,,fold,0.0,fold,0.0,fold,0.0,fold,0,False,True,12.3136,Pair,0.0
3,Im Not Kao Chin,980,0,♥9 ♣5,♥9 ♣5 ♦3 ♠9 ♦K ♥A ♠8,SB,call,20.0,bet,20.0,fold,0.0,fold,0,False,True,16.3104,Pair,0.0
3,ヽ(=^･ω･^=)丿,930,0,♦10 ♣2,♦10 ♣2 ♦3 ♠9 ♦K ♥A ♠8,BB,call,20.0,fold,0.0,fold,0.0,fold,0,False,True,8.1248,High Card,0.0
4,SML,1726,0,♥A ♣K,♥A ♣K ♠A ♦4 ♣3 ♥K ♠3,BB,call,360.0,call,20.0,call,20.0,call,20,False,False,99.0002,Two Pair,1240.0
4,PCB,1037,0,♠7 ♦10,♠7 ♦10 ♠A ♦4 ♣3 ♥K ♠3,,call,360.0,fold,0.0,fold,0.0,fold,0,False,True,10.32,Pair,0.0
