round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,chips_total,pot,bet,cost_on_table,cost_to_call,cost_total,maxBet_all,N_maxBet_all,util_fold,util_call,N_canraise,util_raise_coeff,util_call2,util_raise_coeff2,limitRoundBet,limitBet,gamble,gamble_tol,action,amount,cputime
1,0,7,6,deal,False,♦A ♦6,,20000,0.21025595238095743,0.3579032598629914,1000,0,3000,0,0,0,40,40,40,1,0,27.28190476190637,5,0.2615357142857446,-0.05136904761809191,-0.5794880952380852,307.54091619606044,307.54091619606044,True,300,bet,276,0.20775699615478516
1,1,7,4,deal,False,♦A ♦6,,20000,0.21025595238095743,0.3579032598629914,724,0,2724,0,276,276,276,552,552,1,-276,376.490285714308,3,-0.1589761904761703,-81.44717857141728,-0.5794880952380852,279.2471519060229,3.247151906022907,True,272,fold,0,0.19251418113708496
2,0,7,7,deal,False,♥6 ♠Q,,20000,0.1424988095238113,0.2987723337341605,724,0,2724,0,0,0,20,20,20,4,0,2.7998095238098095,6,-0.0025083333333209,-1.4751547619045304,-0.7150023809523773,181.8685909855473,181.8685909855473,True,272,call,0,0.20035886764526367
2,1,7,6,deal,False,♥6 ♠Q,,20000,0.1424988095238113,0.2987723337341605,704,0,2704,0,20,20,20,40,40,5,-20,5.599619047619619,5,-0.14500714285713223,1.324654761905279,-0.7150023809523773,180.53328561854624,160.53328561854624,True,270,call,0,0.1893310546875
2,2,7,4,flop,False,♥6 ♠Q,♠9 ♣2 ♣5,767,0.08930899608865711,0.27844246232504255,684,0,2684,40,0,40,20,60,20,2,-40,-15.257496740547595,3,-0.6427640156453716,-22.40221642764016,-0.8213820078226858,109.04811119072613,69.04811119072613,True,268,fold,0,1.2767040729522705
3,0,7,7,deal,False,♣A ♥3,,20000,0.16135000000000393,0.3159156774438892,684,0,2684,0,0,0,20,20,20,3,0,5.816000000000628,6,0.1294500000000276,-2.2514999999995666,-0.6772999999999921,205.109263472279,205.109263472279,True,268,bet,184,0.20236897468566895
3,1,7,3,flop,False,♣A ♥3,♥5 ♦3 ♦10,348,0.125,0.3274443885398052,500,0,2500,184,0,184,20,204,20,2,-184,14.708333333333343,2,-0.625,4.708333333333343,-0.75,144.97986744421692,-39.02013255578308,True,250,fold,0,1.2478301525115967
4,0,7,7,deal,False,♦2 ♠J,,20000,0.10978630952380836,0.27076917336914874,500,0,2500,0,0,0,20,20,20,2,0,-2.4341904761906648,6,-0.23149583333334145,-10.11923214285725,-0.7804273809523833,126.26432761479721,126.26432761479721,True,250,fold,0,0.21352291107177734
5,0,7,7,deal,False,♣6 ♠K,,20000,0.15561845238095645,0.30812906206261076,500,0,2500,0,0,0,20,20,20,1,0,4.898952380953034,6,0.0893291666666951,-9.10670833333305,-0.6887630952380871,183.65316488771083,183.65316488771083,False,250,call,0,0.21951508522033691
5,1,7,4,flop,False,♣6 ♠K,♥A ♥2 ♦8,293,0.030716723549488054,0.15701513468120742,480,0,2480,20,0,20,20,40,20,1,-20,-24.937428896473264,3,-0.8771331058020477,-28.00910125142207,-0.9385665529010239,33.602215161538034,13.602215161538034,False,248,fold,0,1.244603157043457
