,allIn,bet,cards,chips,folded,isHuman,isOnline,isSurvive,reloadCount,roundBet,position,me,win,score
SML,False,0,♦K ♣A,14801,True,False,True,True,2,0,,False,True,14801.0
PCB,False,0,♣Q ♣5,1199,True,False,True,True,1,0,SB,False,True,1199.0
Tobacco AI,True,0,♥2 ♣4,2000,False,False,True,True,1,0,BB,False,True,2000.0
Out Bluffed,False,0,,0,False,False,True,False,2,0,,False,,
Im Not Kao Chin,False,0,,0,False,False,True,False,2,0,,False,,
ヽ(=^･ω･^=)丿,True,0,♣10 ♣K,0,False,False,True,True,2,0,,True,,
