,allIn,bet,cards,chips,folded,isHuman,isOnline,isSurvive,reloadCount,roundBet,position,me,win,score
SML,False,0,,0,False,False,True,False,2,0,,False,,
PCB,False,0,♠10 ♥J,7582,True,False,True,True,2,0,,False,True,7582.0
Tobacco AI,True,0,♣K ♣9,0,False,False,True,True,2,0,,False,,
Out Bluffed,False,0,♥6 ♦8,1360,True,False,True,True,1,0,SB,False,True,1360.0
Im Not Kao Chin,False,0,♦Q ♠4,9057,True,False,True,True,0,0,BB,False,True,9057.0
ヽ(=^･ω･^=)丿,False,0,,0,False,False,True,False,2,0,,True,,
