,allIn,bet,cards,chips,folded,isHuman,isOnline,isSurvive,reloadCount,roundBet,position,me,win,score
SML,False,0,,0,False,False,True,False,2,0,,False,,
PCB,True,0,♥10 ♣10,1000,False,False,True,True,2,0,SB,False,True,1000.0
Tobacco AI,True,0,♣9 ♦2,0,False,False,True,True,2,0,BB,False,,
Out Bluffed,False,0,,0,False,False,True,False,2,0,,False,,
Im Not Kao Chin,False,0,♦J ♥8,15560,True,False,True,True,1,0,,False,True,15560.0
TMBS=trend micro's best supreme,False,0,♠5 ♥5,4440,True,False,True,True,1,0,,False,True,4440.0
ヽ(=^･ω･^=)丿,False,0,,0,False,False,True,False,2,0,,True,,
