round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,chips_total,pot,bet,cost_on_table,cost_to_call,cost_total,maxBet_all,N_maxBet_all,util_fold,util_call,N_canraise,util_raise_coeff,util_call2,util_raise_coeff2,limitRoundBet,limitBet,gamble,gamble_tol,action,amount,cputime
1,0,3,3,deal,False,♦8 ♣J,,20000,0.3532416666666175,0.3382010927165983,1000,0,3000,0,0,0,20,20,20,1,0,8.2593333333294,2,0.05972499999985237,4.726916666663223,-0.293516666666765,567.7739003705321,567.7739003705321,False,300,call,0,0.15837907791137695
1,1,3,3,deal,False,♦8 ♣J,,20000,0.3532416666666175,0.3382010927165983,980,0,2980,0,20,20,20,40,40,1,-20,16.5186666666588,2,0.05972499999985237,9.453833333326447,-0.293516666666765,563.9887410347286,543.9887410347286,False,298,call,0,0.1367030143737793
1,2,3,3,flop,False,♦8 ♣J,♣10 ♥9 ♣5,466,0.4259656652360515,0.48958205757135553,960,0,2960,40,0,40,20,60,20,2,-40,42.231759656652365,2,0.2778969957081545,42.231759656652365,-0.148068669527897,713.5439057849488,673.5439057849488,False,296,bet,606,1.2672755718231201
1,3,3,3,turn,False,♦8 ♣J,♣10 ♥9 ♣5 ♣K,484,0.27892561983471076,0.4450021852539762,354,0,2354,646,0,646,20,666,20,2,-646,77.05785123966945,2,-0.16322314049586772,77.05785123966945,-0.4421487603305785,334.3149262490375,-311.6850737509625,True,235,fold,0,1.2353010177612305
2,0,3,2,deal,False,♣Q ♣A,,20000,0.507418055555481,0.34779882431674336,1334,1,2334,0,20,20,0,20,20,2,-20,20.593444444438482,1,0.014836111110962058,15.519263888883673,0.014836111110962058,717.7552072293341,697.7552072293341,True,233,bet,627,0.15808415412902832
2,1,3,2,flop,True,♣Q ♣A,♠4 ♣6 ♥A,139,0.7194244604316546,0.44928043153945313,707,1,1707,647,0,647,20,667,0,3,-647,860.3489208633093,1,0.4388489208633093,860.3489208633093,0.4388489208633093,942.1789798395062,295.17897983950616,True,170,bet,265,1.2157258987426758
2,2,3,2,turn,True,♣Q ♣A,♠4 ♣6 ♥A ♣10,124,0.8185483870967742,0.377463293554843,442,1,1442,912,0,912,20,932,0,3,-912,1433.9395161290324,1,0.6370967741935485,1433.9395161290324,0.6370967741935485,1068.8668788873586,156.86687888735855,True,144,bet,141,1.2135910987854004
3,0,3,2,deal,False,♦K ♠J,,20000,0.4414361111110433,0.34350602147115467,2354,1,3354,0,10,10,10,20,20,1,-10,15.314888888883464,1,-0.11712777777791339,6.4861666666626,-0.11712777777791339,848.3176437638969,838.3176437638969,True,335,call,0,0.1582949161529541
3,1,3,2,flop,True,♦K ♠J,♠10 ♣K ♦8,80,0.60625,0.4788903188622631,2344,1,3344,20,0,20,20,40,0,3,-20,32.4375,1,0.2124999999999999,32.4375,0.2124999999999999,1353.5824246286352,1333.5824246286352,True,334,bet,1200,1.2131876945495605
