game_id,round_id,turn_id,roundName,playerName,chips,reloadCount,position,action,amount
20180318120626,1,1,Deal,SML,980,0,,call,20
20180318120626,1,2,Deal,PCB,1000,0,,fold,
20180318120626,1,3,Deal,Tobacco AI,960,0,,bet,40
20180318120626,1,4,Deal,Out Bluffed,1000,0,,fold,
20180318120626,1,5,Deal,Im Not Kao Chin,960,0,SB,call,30
20180318120626,1,6,Deal,ヽ(=^･ω･^=)丿,960,0,BB,call,20
20180318120626,1,7,Deal,SML,960,0,,call,20
20180318120626,1,8,Flop,Im Not Kao Chin,940,0,SB,bet,20
20180318120626,1,9,Flop,ヽ(=^･ω･^=)丿,960,0,BB,fold,
20180318120626,1,10,Flop,SML,940,0,,call,20
20180318120626,1,11,Flop,Tobacco AI,940,0,,call,20
20180318120626,1,12,Turn,Im Not Kao Chin,940,0,SB,fold,
20180318120626,1,13,Turn,SML,920,0,,bet,20
20180318120626,1,14,Turn,Tobacco AI,659,0,,bet,281
20180318120626,1,15,Turn,SML,659,0,,call,261
20180318120626,1,16,River,SML,639,0,,bet,20
20180318120626,1,17,River,Tobacco AI,0,0,,allin,659
20180318120626,1,18,River,SML,0,0,,allin,639
20180318120626,2,1,Deal,PCB,1000,0,,fold,
20180318120626,2,2,Deal,Tobacco AI,2080,0,,call,20
20180318120626,2,3,Deal,Out Bluffed,1000,0,,fold,
20180318120626,2,4,Deal,Im Not Kao Chin,920,0,,call,20
20180318120626,2,5,Deal,ヽ(=^･ω･^=)丿,940,0,SB,call,10
20180318120626,2,6,Deal,SML,980,1,BB,call,0
20180318120626,2,7,Flop,ヽ(=^･ω･^=)丿,920,0,SB,bet,20
20180318120626,2,8,Flop,SML,960,1,BB,call,20
20180318120626,2,9,Flop,Tobacco AI,2060,0,,call,20
20180318120626,2,10,Flop,Im Not Kao Chin,920,0,,fold,
20180318120626,2,11,Turn,ヽ(=^･ω･^=)丿,900,0,SB,bet,20
20180318120626,2,12,Turn,SML,940,1,BB,call,20
20180318120626,2,13,Turn,Tobacco AI,1964,0,,bet,96
20180318120626,2,14,Turn,ヽ(=^･ω･^=)丿,900,0,SB,fold,
20180318120626,2,15,Turn,SML,864,1,BB,call,76
20180318120626,2,16,River,SML,844,1,BB,bet,20
20180318120626,2,17,River,Tobacco AI,1714,0,,bet,250
20180318120626,2,18,River,SML,614,1,BB,call,230
20180318120626,3,1,Deal,Tobacco AI,2546,0,,call,20
20180318120626,3,2,Deal,Out Bluffed,1000,0,,fold,
20180318120626,3,3,Deal,Im Not Kao Chin,920,0,,fold,
20180318120626,3,4,Deal,ヽ(=^･ω･^=)丿,900,0,,fold,
20180318120626,3,5,Deal,SML,594,1,SB,call,10
20180318120626,3,6,Deal,PCB,980,0,BB,call,0
20180318120626,3,7,Flop,SML,574,1,SB,bet,20
20180318120626,3,8,Flop,PCB,980,0,BB,fold,
20180318120626,3,9,Flop,Tobacco AI,2526,0,,call,20
20180318120626,3,10,Turn,SML,554,1,SB,bet,20
20180318120626,3,11,Turn,Tobacco AI,2506,0,,call,20
20180318120626,3,12,River,SML,534,1,SB,bet,20
20180318120626,3,13,River,Tobacco AI,2486,0,,call,20
20180318120626,4,1,Deal,Out Bluffed,1000,0,,fold,
20180318120626,4,2,Deal,Im Not Kao Chin,920,0,,fold,
20180318120626,4,3,Deal,ヽ(=^･ω･^=)丿,880,0,,call,20
20180318120626,4,4,Deal,SML,694,1,,call,20
20180318120626,4,5,Deal,PCB,960,0,SB,call,10
20180318120626,4,6,Deal,Tobacco AI,2466,0,BB,call,0
20180318120626,4,7,Flop,PCB,960,0,SB,fold,
20180318120626,4,8,Flop,Tobacco AI,2466,0,BB,check,
20180318120626,4,9,Flop,ヽ(=^･ω･^=)丿,880,0,,fold,
20180318120626,4,10,Flop,SML,674,1,,bet,20
20180318120626,4,11,Flop,Tobacco AI,2446,0,BB,call,20
20180318120626,4,12,Turn,Tobacco AI,2446,0,BB,check,
20180318120626,4,13,Turn,SML,654,1,,bet,20
20180318120626,4,14,Turn,Tobacco AI,2446,0,BB,fold,
20180318120626,5,1,Deal,Im Not Kao Chin,920,0,,fold,
20180318120626,5,2,Deal,ヽ(=^･ω･^=)丿,880,0,,fold,
20180318120626,5,3,Deal,SML,774,1,,call,20
20180318120626,5,4,Deal,PCB,940,0,,call,20
20180318120626,5,5,Deal,Tobacco AI,2426,0,SB,call,10
20180318120626,5,6,Deal,Out Bluffed,930,0,BB,bet,50
20180318120626,5,7,Deal,SML,724,1,,call,50
20180318120626,5,8,Deal,PCB,890,0,,call,50
20180318120626,5,9,Deal,Tobacco AI,2376,0,SB,call,50
