round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,prWin_adj,chips,reld,stack,pot,bet,cost_to_call,pot_sum,bet_sum,maxBet_all,N_maxBet_all,bluff_freq,thd_call,bet_limit,action,amount,cputime
1,0,4,4,deal,False,♠9 ♣K,,60000,0.31080238095238094,0.3410964590159565,0.5514698531209127,980,0,2980,0,20,0,0,80,20,4,0,-0.25,0,bet,0,0.2800426483154297
1,1,4,3,flop,False,♠9 ♣K,♥8 ♠2 ♦J,95,0.30526315789473685,0.4547685174153252,0.4268401202845479,960,0,2960,40,0,20,140,20,20,1,0,0.1111111111111111,78.34346939124269,check,0,1.1501758098602295
1,2,4,3,turn,False,♠9 ♣K,♥8 ♠2 ♦J ♦7,80,0.20625,0.400731752547761,0.315844945560099,940,0,2940,60,0,20,200,20,20,1,0,0.08333333333333333,37.151033216043224,check,0,1.1576783657073975
1,3,4,3,river,False,♠9 ♣K,♥8 ♠2 ♦J ♦7 ♠4,78,0.0,0.0,0.0,920,0,2920,80,0,20,260,20,20,1,0,0.06666666666666667,0.0,fold,0,1.1226723194122314
2,0,4,4,deal,False,♣6 ♥K,,60000,0.27175317460317455,0.32480781791169105,0.5039718353962873,910,0,2910,0,10,10,0,70,20,3,0,0.0,0,bet,0,0.31004786491394043
2,1,4,3,flop,True,♣6 ♥K,♥2 ♠Q ♦K,51,0.5882352941176471,0.4820898373782058,0.7191479806223907,890,0,2890,30,0,20,110,0,0,4,0,0.15384615384615385,110,bet,110,1.155177116394043
2,2,4,3,flop,False,♣6 ♥K,♥2 ♠Q ♦K,684,0.685672514619883,0.450664860766772,0.8091623427609935,780,0,2780,30,110,100,110,430,210,1,0,0.15625,585.0,bet,585,1.1676793098449707
2,3,4,3,flop,False,♣6 ♥K,♥2 ♠Q ♦K,1246,0.6857945425361156,0.45259955708257127,0.8092713838091508,195,0,2195,30,695,100,110,2185,795,1,0,0.04175365344467641,146.25,check,0,1.1676793098449707
2,4,4,3,turn,True,♣6 ♥K,♥2 ♠Q ♦K ♦9,40,0.375,0.4710360920354193,0.5069336768146488,95,0,2095,825,0,20,2495,0,0,4,0,0.007952286282306162,11.875,bet,11,1.160177230834961
2,5,4,3,turn,False,♣6 ♥K,♥2 ♠Q ♦K ♦9,126,0.47619047619047616,0.4873687973918743,0.6122964136262903,75,0,2075,825,20,75,2495,135,120,1,0,0.027726432532347505,18.75,check,0,1.157677412033081
3,0,4,4,deal,False,♦8 ♣J,,60000,0.2727257936507937,0.3336892390322993,0.5060949663617554,1000,1,2000,0,0,20,0,50,20,2,0,0.2857142857142857,12.5,bet,12,0.2425370216369629
3,1,4,3,flop,False,♦8 ♣J,♠K ♥7 ♣10,300,0.22916666666666666,0.41455715997783577,0.34180617892689547,980,1,1980,20,0,120,80,120,120,1,0,0.375,200,fold,0,1.1651787757873535
