round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,prWin_adj,chips,reld,stack,pot,bet,cost_to_call,pot_sum,bet_sum,maxBet_all,N_maxBet_all,bluff_freq,thd_call,bet_limit,action,amount,cputime
1,0,5,4,deal,False,♣9 ♠A,,60000,0.2631670634920635,0.3383158797569703,0.5291398609696647,980,0,2980,0,20,0,0,80,20,4,0,-0.25,0,bet,0,0.2999999523162842
1,1,5,2,flop,True,♣9 ♠A,♣K ♥8 ♥5,350,0.27,0.4350205249673366,0.4413683506368665,960,0,2960,40,0,20,140,0,0,5,0,0.125,95.2781740631692,check,0,1.1574997901916504
1,2,5,2,flop,False,♣9 ♠A,♣K ♥8 ♥5,436,0.2545871559633027,0.4263156260871045,0.42273991024091556,960,0,2960,40,0,20,140,20,20,1,0,0.1111111111111111,74.71646636175552,check,0,1.1775002479553223
1,3,5,2,turn,True,♣9 ♠A,♣K ♥8 ♥5 ♣5,37,0.06306306306306306,0.23039120455034992,0.1571894712757425,940,0,2940,60,0,20,180,0,0,5,0,0.1,10,fold,0,1.1725001335144043
2,0,5,4,deal,False,♣6 ♦8,,60000,0.18349338624338618,0.30930556756919464,0.41650982061642694,930,0,2930,0,10,10,0,70,20,3,0,0.0,34.94364149721641,check,0,0.27249979972839355
2,1,5,4,flop,True,♣6 ♦8,♦5 ♥K ♦3,42,0.13095238095238096,0.3284074815269934,0.261843509484244,920,0,2920,20,0,20,80,0,0,5,0,0.2,20.0,fold,0,1.1324999332427979
3,0,5,4,deal,False,♣7 ♦J,,60000,0.1987189153439153,0.3114191484761836,0.43814049935472077,920,0,2920,0,0,20,0,50,20,2,0,0.2857142857142857,50,check,0,0.30250024795532227
3,1,5,3,flop,False,♣7 ♦J,♥5 ♥9 ♣Q,99,0.08585858585858586,0.2756113868614597,0.19511908114868448,900,0,2900,20,0,90,80,90,90,1,0,0.34615384615384615,54.39868772412885,fold,0,1.1575000286102295
4,0,5,5,deal,False,♠7 ♥9,,60000,0.19960436507936505,0.3170268401847398,0.4386267398630386,900,0,2900,0,0,20,0,50,20,2,0,0.2857142857142857,50,check,0,0.27250003814697266
4,1,5,4,flop,False,♠7 ♥9,♠K ♥7 ♦8,493,0.32150101419878296,0.45662153215743456,0.5045856253839055,880,0,2880,20,0,20,90,40,20,2,0,0.13333333333333333,32.5,bet,32,1.1800000667572021
4,2,5,3,turn,False,♠7 ♥9,♠K ♥7 ♦8 ♣5,280,0.25357142857142856,0.42185712673149145,0.42457175972947225,848,0,2848,52,0,20,218,20,20,1,0,0.07751937984496124,76.28816981633418,check,0,1.1500000953674316
4,3,5,3,river,False,♠7 ♥9,♠K ♥7 ♦8 ♣5 ♦6,238,0.7051820728291317,0.30866151736543496,0.8741484821108413,828,0,2828,72,0,120,278,120,120,1,0,0.23166023166023167,621.0,bet,621,1.1600000858306885
4,4,5,2,river,False,♠7 ♥9,♠K ♥7 ♦8 ♣5 ♦6,1304,0.733831799591002,0.2979164731036585,0.8976073799313231,207,0,2207,72,621,100,278,1342,721,1,0,0.05813953488372093,155.25,bet,155,1.1899998188018799
5,0,5,5,deal,False,♦7 ♥9,,60000,0.19960436507936505,0.3170268401847398,0.43782733392730727,967,0,2967,0,0,20,0,30,20,1,0,0.4,30,check,0,0.2999999523162842
5,1,5,4,flop,False,♦7 ♥9,♣K ♥3 ♥10,655,0.10725190839694657,0.3039888844771647,0.2291686091112404,947,0,2947,20,0,20,80,40,20,2,0,0.14285714285714285,28.461670870544264,check,0,1.192500114440918
5,2,5,4,turn,False,♦7 ♥9,♣K ♥3 ♥10 ♣9,491,0.1809232858112695,0.37970159940724085,0.3329810038372143,927,0,2927,40,0,120,160,140,120,1,0,0.2857142857142857,150.0,check,0,1.1675000190734863
5,3,5,3,river,False,♦7 ♥9,♣K ♥3 ♥10 ♣9 ♥2,78,0.08974358974358974,0.2858140616616405,0.19546439464544513,807,0,2807,160,0,120,520,140,120,1,0,0.15384615384615385,10,fold,0,1.1700000762939453
