,allIn,bet,cards,chips,folded,isHuman,isOnline,isSurvive,reloadCount,roundBet,position,me,win,score
87-rising-ape,False,0,♣4 ♥4,7800,True,False,True,True,1,0,BB,False,True,7800.0
87-dawn-ape,True,0,♥9 ♥3,0,False,False,True,True,2,0,D,False,,
pug,True,0,♠5 ♥7,1200,True,False,True,True,2,0,SB,True,True,1200.0
