round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,pot,bet,minBet,maxBet,sumPot_all,sumBet_all,maxBet_all,N_maxBet_all,N_canraise,sumMinBet_all,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,maxRoundBet,action,amount,cputime
1,0,4,4,deal,0,♣4 ♠A,,20000,0.2948464285714673,0.33470241382310245,1000,0,0,0,1000,1000,0,1030,1000,1,0,2970,0,179.38571428586917,-1.0,-696.3081785713887,-0.4103071428570654,349.8373380981192,call,0,0.09382104873657228
2,0,4,4,deal,0,♦A ♣8,,20000,0.3233416666667143,0.3376136511222779,3010,0,0,0,20,3010,0,30,20,1,4,50,0,5.867333333337148,0.2933666666668573,-10.299749999998571,-0.35331666666657136,653.2125584755175,raise,0,0.08845806121826172
2,1,4,3,deal,0,♦A ♣8,,20000,0.3233416666667143,0.3376136511222779,2970,0,0,40,960,3010,0,1080,1000,1,1,1920,-40,-29.974999999857005,-0.6766583333332856,-650.7909999999487,-0.35331666666657136,647.9972885475693,call,0,0.08050894737243652
3,0,4,2,deal,0,♥J ♥A,,20000,0.40291845238101337,0.3691817260955049,1990,0,0,20,0,2010,0,50,20,2,2,0,-20,0.14592261905066906,-0.1941630952379733,0.14592261905066906,-0.1941630952379733,686.8602108863405,check,0,0.08736705780029297
3,1,4,2,flop,1,♥J ♥A,♣6 ♠7 ♥5,32,0.24479166666666666,0.4124460718115494,1990,0,20,0,20,1990,50,0,0,4,2,0,-20,-27.76041666666667,-0.5104166666666667,-27.76041666666667,-0.5104166666666667,373.94493226985185,fold,0,1.239837884902954
4,0,4,4,deal,0,♥K ♣10,,20000,0.3366160714286169,0.3505355803203595,1980,0,0,10,2980,1990,0,2059,2990,1,0,3941,-10,29.69642857170129,-1.0,-1296.907508928478,-0.32676785714276624,545.2414761145753,call,0,0.10469317436218263
5,0,4,4,deal,0,♠6 ♥J,,20000,0.2335261904762037,0.31508795151479785,1000,1,0,0,40,1000,0,100,40,2,4,60,0,-2.6358095238074104,-0.06589523809518527,-16.64738095237963,-0.5329476190475926,177.55575324309575,fold,0,0.1026592254638672
6,0,4,4,deal,0,♠K ♣K,,20000,0.6025767857142472,0.2981169392589175,1000,1,0,0,40,1000,0,60,40,1,4,100,0,56.41228571427956,1.4103071428569889,-3.845392857145163,0.20515357142849444,616.0453945113379,raise,0,0.09826898574829103
6,1,4,2,deal,0,♠K ♣K,,20000,0.6025767857142472,0.2981169392589175,920,1,0,80,16,1000,0,216,96,1,2,16,-80,43.79781428570536,0.20515357142849444,34.15658571427741,0.20515357142849444,591.4035787308844,raise,0,0.07959222793579103
6,2,4,2,flop,0,♠K ♣K,♥8 ♦4 ♦Q,58,0.5517241379310345,0.4973174173053778,808,1,192,0,54,808,424,54,54,1,2,54,-192,47.51724137931035,0.10344827586206896,17.724137931034477,0.10344827586206896,484.2363368486581,raise,0,1.2372839450836182
