playerName,allIn,bet,cards,chips,folded,isHuman,isOnline,isSurvive,reloadCount,roundBet,position,me,win,score
jyp,False,0,♥6 ♦A,5244,True,False,True,True,0,0,SB,True,True,5244.0
Samuel,True,0,♥7 ♥8,6756,True,True,True,True,1,0,BB,False,True,6756.0
jyp0,True,0,♥3 ♠10,0,False,False,True,True,2,0,,False,,
steven,True,0,♦3 ♦K,0,False,True,True,True,2,0,,False,,
