round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,pot,bet,minBet,maxBet,sumPot_all,sumBet_all,maxBet_all,N_maxBet_all,N_canraise,sumMinBet_all,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,maxRoundBet,action,amount,cputime
1,0,4,3,deal,0,♦K ♦4,,20000,0.3008964285714622,0.3550860402194164,980,0,0,20,45,1000,0,115,65,1,3,90,-20,-3.3162321428502466,-0.09731071428561333,-30.396910714281844,-0.3982071428570756,356.0765467876545,call,0,0.09392189979553224
1,1,4,3,flop,1,♦K ♦4,♥Q ♦7 ♠A,31,0.2258064516129032,0.3983577108138216,935,0,65,0,20,935,205,0,0,4,3,0,-65,-38.70967741935485,-0.3225806451612904,-38.70967741935485,-0.5483870967741935,250.74485451316346,call,0,1.2327816486358645
1,2,4,3,turn,1,♦K ♦4,♥Q ♦7 ♠A ♣2,40,0.15,0.3391164991562634,915,0,85,0,20,915,265,0,0,4,3,0,-85,-65.25,-0.55,-65.25,-0.7,158.13919143181266,call,0,1.239670991897583
1,3,4,3,river,1,♦K ♦4,♥Q ♦7 ♠A ♣2 ♦Q,72,0.0763888888888889,0.2590007805412711,895,0,105,0,20,895,325,0,0,4,3,0,-105,-100.17361111111113,-0.7708333333333333,-100.17361111111113,-0.8472222222222222,76.79216801227226,call,0,1.239732027053833
1,4,4,3,river,0,♦K ♦4,♥Q ♦7 ♠A ♣2 ♦Q,689,0.07522980164489597,0.2540290708420489,875,0,105,20,20,895,325,100,40,2,3,20,-125,-111.52273826802127,-0.7743105950653121,-113.02733430091921,-0.8495403967102081,75.05803198861435,call,0,1.292377233505249
2,0,4,4,deal,0,♥5 ♠J,,20000,0.2285755952381083,0.3121689834267688,845,0,0,10,30,855,0,110,40,2,4,50,-10,-3.4279047619026737,-0.0856976190475669,-14.856684523808088,-0.5428488095237834,246.458845547318,call,0,0.09736299514770508
2,1,4,3,flop,1,♥5 ♠J,♣4 ♦A ♦9,32,0.109375,0.29933193844793776,815,0,40,0,20,815,140,0,0,4,3,0,-40,-44.6875,-0.671875,-44.6875,-0.78125,108.84369193525697,fold,0,1.234766960144043
3,0,4,4,deal,0,♥8 ♠6,,20000,0.2602761904762153,0.32887387820458264,815,0,0,0,20,815,0,50,20,2,4,30,0,0.8220952380972264,0.04110476190486123,-6.9861904761892335,-0.4794476190475694,283.29022699865584,raise,0,0.09183311462402344
3,1,4,4,deal,0,♥8 ♠6,,20000,0.2602761904762153,0.32887387820458264,775,0,0,40,10,815,0,180,50,2,4,20,-40,2.0552380952430624,0.04110476190486123,-3.150285714281246,-0.4794476190475694,279.26478860435867,raise,0,0.08208799362182617
3,2,4,4,flop,0,♥8 ♠6,♥J ♥A ♥3,388,0.26052405498281783,0.43697935506428703,715,0,100,0,20,715,400,60,20,3,4,20,-100,5.051546391752567,0.04209621993127133,-0.15893470790379638,-0.4789518900343643,273.53035867767704,raise,0,1.272655963897705
3,3,4,4,flop,0,♥8 ♠6,♥J ♥A ♥3,745,0.282662192393736,0.447937851877672,675,0,100,40,55,715,400,270,95,2,4,110,-140,25.476510067114052,0.13064876957494387,-5.616331096196916,-0.4346756152125281,296.64115914829534,raise,0,1.2670161724090576
3,4,4,4,turn,0,♥8 ♠6,♥J ♥A ♥3 ♥5,429,0.5198135198135199,0.4996072701959002,525,0,290,0,48,525,1160,116,48,2,4,76,-290,364.78787878787887,1.0792540792540797,325.2820512820514,0.03962703962703973,618.310057427823,raise,0,1.2622430324554443
3,5,4,4,river,0,♥8 ♠6,♥J ♥A ♥3 ♥5 ♦10,850,0.5329411764705883,0.4989136988425288,429,0,386,0,78,429,1544,176,78,2,4,136,-386,525.1388235294119,1.131764705882353,452.6588235294119,0.0658823529411765,617.2774127490811,raise,0,1.3044209480285645
4,0,4,4,deal,0,♦2 ♠7,,20000,0.20465000000000705,0.30454158523451,2227,0,0,0,20,2227,0,30,20,1,4,50,0,-3.6279999999994392,-0.18139999999997192,-13.860499999999789,-0.590699999999986,323.0825799365069,fold,0,0.0926201343536377
5,0,4,3,deal,0,♥A ♠K,,20000,0.4061684523810151,0.3663964976961106,2187,0,0,40,80,2227,0,220,120,1,3,160,-40,34.34401190478576,0.2185053571430453,-30.642940476176683,-0.18766309523796976,728.4012731582205,raise,0,0.08845686912536621
6,0,4,3,deal,0,♥6 ♣K,,20000,0.28011785714288856,0.32810586109378004,2471,0,0,20,81,2491,0,161,101,1,3,142,-20,-16.124289285704762,-0.15964642857133438,-55.90102499999495,-0.4397642857142229,490.5223395392765,call,0,0.09021496772766112
6,1,4,2,flop,1,♥6 ♣K,♥10 ♦5 ♦Q,42,0.09126984126984126,0.2677615937751959,2390,0,101,0,40,2390,242,0,0,4,2,0,-101,-118.91269841269842,-0.8174603174603174,-118.91269841269842,-0.8174603174603174,140.25088365910142,fold,0,1.236447811126709
7,0,4,3,deal,0,♣5 ♠4,,20000,0.22727083333334994,0.3183136683655389,2390,0,0,0,40,2390,0,60,40,1,3,60,0,-12.727499999998006,-0.3181874999999502,-26.363749999998998,-0.5454583333333001,377.82382626028016,fold,0,0.09667110443115234
8,0,4,4,deal,0,♦10 ♥3,,20000,0.2022047619047665,0.30246288176791525,2390,0,0,0,40,2390,0,60,40,1,4,100,0,-7.647238095237363,-0.191180952380934,-27.867714285714012,-0.595590476190467,331.04277451499695,fold,0,0.09893107414245604
9,0,4,4,deal,0,♣6 ♣Q,,20000,0.290380952380982,0.34990432980936603,2310,0,0,80,146,2390,0,411,226,1,3,292,-80,-21.862190476169676,-0.12885714285705396,-106.6534285714164,-0.419238095238036,493.51753063943084,call,0,0.08741092681884766
9,1,4,4,flop,1,♣6 ♣Q,♦J ♥J ♥4,36,0.2222222222222222,0.41573970964154905,2164,0,226,0,80,2164,703,0,0,4,3,0,-226,-149.7777777777778,-0.33333333333333337,-149.7777777777778,-0.5555555555555556,349.32136245947237,call,0,1.2466330528259275
9,2,4,3,flop,0,♣6 ♣Q,♦J ♥J ♥4,454,0.2064977973568282,0.4008617685488792,2084,0,226,80,227,2164,703,387,307,1,2,227,-306,-261.04240088105735,-0.5870044052863437,-307.91740088105723,-0.5870044052863437,315.32356008295534,call,0,1.2661640644073486
