playerName,allIn,bet,cards,chips,folded,isHuman,isOnline,isSurvive,reloadCount,roundBet,position,me,win,score
jyp,False,0,♦Q ♥7,462,False,False,True,True,2,0,SB,True,True,462.0
Samuel,False,0,♠10 ♠6,8538,True,True,True,True,2,0,BB,False,True,8538.0
jyp0,True,0,♥3 ♦4,0,False,False,True,True,2,0,,False,,
