,allIn,bet,cards,chips,folded,isHuman,isOnline,isSurvive,reloadCount,roundBet,position,me,win,score
jyp,False,0,♠4 ♠10,6448,True,False,True,True,0,0,BB,True,True,6448.0
3e6f7568aac84d6a7dfe1b3641698697,False,0,♠9 ♥6,2552,True,True,True,True,0,0,,False,True,2552.0
jyp0,True,0,♥5 ♦J,0,False,False,True,True,2,0,SB,False,,
