,allIn,bet,cards,chips,folded,isHuman,isOnline,isSurvive,reloadCount,roundBet,position,me,win,score
jyp,True,0,♦Q ♠2,2000,False,False,True,True,1,0,SB,True,True,2000.0
3e6f7568aac84d6a7dfe1b3641698697,True,0,♦3 ♠J,7000,True,True,True,True,2,0,BB,False,True,7000.0
jyp0,True,0,♣6 ♦5,0,False,False,True,True,2,0,,False,,
