round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,pot,bet,minBet,maxBet,sumPot_all,sumBet_all,maxBet_all,N_maxBet_all,N_canraise,sumMinBet_all,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,maxRoundBet,action,amount,cputime
1,0,3,3,deal,0,♦4 ♦5,,20000,0.3501305555555221,0.35968760174574915,990,0,0,10,10,1000,0,50,20,2,3,10,-10,1.0078333333313267,0.05039166666656647,-2.493472222223893,-0.2997388888889557,430.1591121369931,raise,0,1.342221736907959
1,1,3,3,deal,0,♦4 ♦5,,20000,0.3501305555555221,0.35968760174574915,960,0,0,40,51,1000,0,171,91,1,3,102,-40,4.585641666657537,0.05039166666656647,-31.127675000005716,-0.2997388888889557,425.843134423244,raise,0,0.07717609405517578
1,2,3,3,flop,1,♦4 ♦5,♦2 ♦7 ♠5,33,0.6515151515151515,0.4520131481871605,818,0,182,0,20,818,546,0,0,3,3,0,-182,153.7272727272727,0.9545454545454546,153.7272727272727,0.303030303030303,991.6187734019098,raise,0,1.2416489124298096
1,3,3,3,flop,0,♦4 ♦5,♦2 ♦7 ♠5,328,0.6097560975609756,0.4783380160354924,798,0,182,20,43,818,546,103,63,1,3,86,-202,203.1707317073171,0.8292682926829267,150.7317073170732,0.2195121951219512,878.8740639657477,raise,0,1.2520220279693604
1,4,3,3,turn,1,♦4 ♦5,♦2 ♦7 ♠5 ♥9,32,0.578125,0.4858847439208192,692,0,308,0,20,692,924,0,0,3,3,0,-308,206.1875,0.734375,206.1875,0.15625,775.5434080777549,raise,0,1.234131097793579
1,5,3,3,turn,0,♦4 ♦5,♦2 ♦7 ♠5 ♥9,250,0.524,0.4954028663623173,672,0,308,20,20,692,924,80,40,1,3,40,-328,199.05600000000004,0.5720000000000001,178.09599999999998,0.048000000000000036,662.1171112132653,raise,0,1.2493507862091064
1,6,3,3,river,1,♦4 ♦5,♦2 ♦7 ♠5 ♥9 ♦6,111,0.981981981981982,0.13301642396606667,612,0,388,0,20,612,1164,0,0,3,3,0,-388,735.0270270270271,1.9459459459459456,735.0270270270271,0.963963963963964,3501.9125516712043,raise,0,1.248145341873169
2,0,3,3,deal,0,♣J ♣4,,20000,0.3418347222221791,0.3442714212335257,1816,0,0,0,20,1816,0,30,20,1,3,30,0,0.5100833333307442,0.02550416666653721,-9.744958333334628,-0.3163305555556418,532.8345761974114,raise,0,0.10372185707092284
2,1,3,3,deal,0,♣J ♣4,,20000,0.3418347222221791,0.3442714212335257,1776,0,0,40,36,1816,0,156,76,1,3,72,-40,1.9383166666568317,0.02550416666653721,-22.673783333340058,-0.3163305555556418,527.2493081030989,raise,0,0.07148122787475586
2,2,3,3,flop,0,♣J ♣4,♦7 ♦6 ♥6,216,0.17746913580246912,0.3641419449106161,1664,0,152,0,38,1664,456,58,38,1,3,56,-152,-88.8425925925926,-0.4675925925925927,-98.78086419753087,-0.6450617283950617,238.9509301650146,call,0,1.255998134613037
2,3,3,3,turn,0,♣J ♣4,♦7 ♦6 ♥6 ♥3,286,0.11713286713286715,0.3147095950228907,1626,0,190,0,60,1626,570,80,60,1,3,100,-190,-162.15034965034963,-0.6486013986013985,-173.86363636363637,-0.7657342657342657,150.79088414492492,call,0,1.2573120594024658
2,4,3,3,river,0,♣J ♣4,♦7 ♦6 ♥6 ♥3 ♣2,942,0.01167728237791932,0.10492920418812372,1566,0,250,0,53,1566,750,73,53,1,3,86,-250,-292.3853503184713,-0.964968152866242,-293.38959660297235,-0.9766454352441614,13.981965858249975,fold,0,1.3147809505462646
3,0,3,3,deal,0,♥3 ♠3,,20000,0.343601388888852,0.31530378143502885,1546,0,0,20,66,1566,0,126,86,1,3,132,-20,2.649158333323811,0.030804166666555943,-42.70622500000465,-0.31279722222229606,498.3155676907677,raise,0,0.09323906898498537
3,1,3,3,flop,0,♥3 ♠3,♣J ♠K ♥4,63,0.2777777777777778,0.44345127126028544,1394,0,172,0,53,1394,516,53,53,1,3,106,-172,-37.5,-0.16666666666666666,-66.94444444444443,-0.4444444444444444,368.6856922514047,call,0,1.2354168891906738
3,2,3,3,turn,0,♥3 ♠3,♣J ♠K ♥4 ♦K,81,0.2983539094650206,0.4480685951603181,1341,0,225,0,68,1341,675,68,68,1,2,132,-225,-31.94032921810697,-0.4032921810699588,-71.3230452674897,-0.4032921810699588,395.16336833495245,call,0,1.2371561527252195
