,allIn,bet,cards,chips,folded,isHuman,isOnline,isSurvive,reloadCount,roundBet,position,me,win,score
Orca Poker,False,0,♦A ♠J,14420,True,False,True,True,2,0,SB,False,True,14420.0
AllinWin,True,0,♥6 ♦9,0,False,False,False,True,2,0,BB,False,,
ヽ(=^･ω･^=)丿,False,0,♠3 ♣J,4511,True,False,True,True,0,0,,True,True,4511.0
SML,False,0,♣Q ♠8,7069,True,False,True,True,0,0,,False,True,7069.0
Jee,False,0,♠4 ♣5,1000,True,False,True,True,2,0,,False,True,1000.0
ERS yo,False,0,,0,False,False,True,False,2,0,,False,,
惡意送頭,False,0,,0,False,False,True,False,2,0,,False,,
( Φ Ω Φ ),False,0,,0,False,False,True,False,2,0,,False,,
TeamMustJoin,False,0,,0,False,False,True,False,2,0,,False,,
