,allIn,bet,cards,chips,folded,isHuman,isOnline,isSurvive,reloadCount,roundBet,position,me,win,score
PCB,False,0,,0,False,False,True,False,2,0,,False,,
ヽ(=^･ω･^=)丿,False,0,♦3 ♣10,10033,True,False,True,True,0,0,,True,True,10033.0
TeamMustJoin,False,0,,0,False,False,True,False,2,0,,False,,
V.S.A.,False,0,♥9 ♥5,13526,True,False,True,True,1,0,,False,True,13526.0
Out Bluffed,False,0,♠5 ♠6,1532,True,False,True,True,2,0,SB,False,True,1532.0
ミ^・.・^彡,True,0,♦J ♣5,0,False,False,True,True,2,0,BB,False,,
fatz,False,0,♥10 ♥2,1909,True,False,True,True,1,0,,False,True,1909.0
( Φ Ω Φ ),False,0,,0,False,False,True,False,2,0,,False,,
Hodor,False,0,,0,False,False,True,False,2,0,,False,,
