action,amount,chips,game_id,playerName,position,roundName,round_id,turn_id
call,20.0,980,20180316141946,67932ee63b2984a136db48eb9e994f8e,,Deal,1,1
call,20.0,980,20180316141946,41579b8940a2482619500991a7dd4bc5,,Deal,1,2
bet,98.0,902,20180316141946,0d2463992a3cce805eb5b0adf7804594,,Deal,1,3
call,88.0,902,20180316141946,cc916b8f0759af7958a8a927e191ac35,SB,Deal,1,4
call,78.0,902,20180316141946,c767b3b24b29c5a270658fd690cd919e,BB,Deal,1,5
call,78.0,902,20180316141946,67932ee63b2984a136db48eb9e994f8e,,Deal,1,6
call,78.0,902,20180316141946,41579b8940a2482619500991a7dd4bc5,,Deal,1,7
fold,,902,20180316141946,cc916b8f0759af7958a8a927e191ac35,SB,Flop,1,8
bet,20.0,882,20180316141946,c767b3b24b29c5a270658fd690cd919e,BB,Flop,1,9
call,20.0,882,20180316141946,67932ee63b2984a136db48eb9e994f8e,,Flop,1,10
fold,,902,20180316141946,41579b8940a2482619500991a7dd4bc5,,Flop,1,11
bet,271.0,631,20180316141946,0d2463992a3cce805eb5b0adf7804594,,Flop,1,12
call,251.0,631,20180316141946,c767b3b24b29c5a270658fd690cd919e,BB,Flop,1,13
call,251.0,631,20180316141946,67932ee63b2984a136db48eb9e994f8e,,Flop,1,14
bet,20.0,611,20180316141946,c767b3b24b29c5a270658fd690cd919e,BB,Turn,1,15
call,20.0,611,20180316141946,67932ee63b2984a136db48eb9e994f8e,,Turn,1,16
bet,388.0,243,20180316141946,0d2463992a3cce805eb5b0adf7804594,,Turn,1,17
fold,,611,20180316141946,c767b3b24b29c5a270658fd690cd919e,BB,Turn,1,18
call,368.0,243,20180316141946,67932ee63b2984a136db48eb9e994f8e,,Turn,1,19
bet,20.0,223,20180316141946,67932ee63b2984a136db48eb9e994f8e,,River,1,20
call,20.0,223,20180316141946,0d2463992a3cce805eb5b0adf7804594,,River,1,21
call,20.0,882,20180316141946,41579b8940a2482619500991a7dd4bc5,,Deal,2,1
call,20.0,2342,20180316141946,0d2463992a3cce805eb5b0adf7804594,,Deal,2,2
bet,40.0,1862,20180316141946,cc916b8f0759af7958a8a927e191ac35,,Deal,2,3
call,30.0,571,20180316141946,c767b3b24b29c5a270658fd690cd919e,SB,Deal,2,4
call,20.0,183,20180316141946,67932ee63b2984a136db48eb9e994f8e,BB,Deal,2,5
call,20.0,862,20180316141946,41579b8940a2482619500991a7dd4bc5,,Deal,2,6
