action,amount,chips,game_id,playerName,position,roundName,round_id,turn_id
bet,67,933,2.01803E+13,0d2463992a3cce805eb5b0adf7804594,,Deal,1,1
call,67,933,2.01803E+13,cc916b8f0759af7958a8a927e191ac35,,Deal,1,2
call,67,933,2.01803E+13,c767b3b24b29c5a270658fd690cd919e,,Deal,1,3
call,57,933,2.01803E+13,67932ee63b2984a136db48eb9e994f8e,SB,Deal,1,4
call,47,933,2.01803E+13,41579b8940a2482619500991a7dd4bc5,BB,Deal,1,5
bet,20,913,2.01803E+13,67932ee63b2984a136db48eb9e994f8e,SB,Flop,1,6
fold,,933,2.01803E+13,41579b8940a2482619500991a7dd4bc5,BB,Flop,1,7
call,20,913,2.01803E+13,0d2463992a3cce805eb5b0adf7804594,,Flop,1,8
call,20,913,2.01803E+13,cc916b8f0759af7958a8a927e191ac35,,Flop,1,9
call,20,913,2.01803E+13,c767b3b24b29c5a270658fd690cd919e,,Flop,1,10
bet,20,893,2.01803E+13,67932ee63b2984a136db48eb9e994f8e,SB,Turn,1,11
bet,263,650,2.01803E+13,0d2463992a3cce805eb5b0adf7804594,,Turn,1,12
fold,,913,2.01803E+13,cc916b8f0759af7958a8a927e191ac35,,Turn,1,13
call,263,650,2.01803E+13,c767b3b24b29c5a270658fd690cd919e,,Turn,1,14
call,243,650,2.01803E+13,67932ee63b2984a136db48eb9e994f8e,SB,Turn,1,15
bet,20,630,2.01803E+13,67932ee63b2984a136db48eb9e994f8e,SB,River,1,16
allin,650,0,2.01803E+13,0d2463992a3cce805eb5b0adf7804594,,River,1,17
fold,,650,2.01803E+13,c767b3b24b29c5a270658fd690cd919e,,River,1,18
allin,630,0,2.01803E+13,67932ee63b2984a136db48eb9e994f8e,SB,River,1,19
call,20,1893,2.01803E+13,cc916b8f0759af7958a8a927e191ac35,,Deal,2,1
fold,,650,2.01803E+13,c767b3b24b29c5a270658fd690cd919e,,Deal,2,2
call,20,980,2.01803E+13,67932ee63b2984a136db48eb9e994f8e,,Deal,2,3
call,10,913,2.01803E+13,41579b8940a2482619500991a7dd4bc5,SB,Deal,2,4
call,0,2484,2.01803E+13,0d2463992a3cce805eb5b0adf7804594,BB,Deal,2,5
fold,,913,2.01803E+13,41579b8940a2482619500991a7dd4bc5,SB,Flop,2,6
bet,20,2464,2.01803E+13,0d2463992a3cce805eb5b0adf7804594,BB,Flop,2,7
bet,112,1781,2.01803E+13,cc916b8f0759af7958a8a927e191ac35,,Flop,2,8
call,112,868,2.01803E+13,67932ee63b2984a136db48eb9e994f8e,,Flop,2,9
call,92,2372,2.01803E+13,0d2463992a3cce805eb5b0adf7804594,BB,Flop,2,10
fold,,2372,2.01803E+13,0d2463992a3cce805eb5b0adf7804594,BB,Turn,2,11
bet,407,1374,2.01803E+13,cc916b8f0759af7958a8a927e191ac35,,Turn,2,12
call,407,461,2.01803E+13,67932ee63b2984a136db48eb9e994f8e,,Turn,2,13
bet,466,908,2.01803E+13,cc916b8f0759af7958a8a927e191ac35,,River,2,14
allin,461,0,2.01803E+13,67932ee63b2984a136db48eb9e994f8e,,River,2,15
call,20,630,2.01803E+13,c767b3b24b29c5a270658fd690cd919e,,Deal,3,1
call,20,980,2.01803E+13,67932ee63b2984a136db48eb9e994f8e,,Deal,3,2
call,20,893,2.01803E+13,41579b8940a2482619500991a7dd4bc5,,Deal,3,3
call,10,2352,2.01803E+13,0d2463992a3cce805eb5b0adf7804594,SB,Deal,3,4
call,0,3045,2.01803E+13,cc916b8f0759af7958a8a927e191ac35,BB,Deal,3,5
bet,499,1853,2.01803E+13,0d2463992a3cce805eb5b0adf7804594,SB,Flop,3,6
bet,527,2518,2.01803E+13,cc916b8f0759af7958a8a927e191ac35,BB,Flop,3,7
fold,,630,2.01803E+13,c767b3b24b29c5a270658fd690cd919e,,Flop,3,8
call,527,453,2.01803E+13,67932ee63b2984a136db48eb9e994f8e,,Flop,3,9
fold,,893,2.01803E+13,41579b8940a2482619500991a7dd4bc5,,Flop,3,10
bet,307,1546,2.01803E+13,0d2463992a3cce805eb5b0adf7804594,SB,Flop,3,11
call,279,2239,2.01803E+13,cc916b8f0759af7958a8a927e191ac35,BB,Flop,3,12
call,279,174,2.01803E+13,67932ee63b2984a136db48eb9e994f8e,,Flop,3,13
bet,62,1484,2.01803E+13,0d2463992a3cce805eb5b0adf7804594,SB,Turn,3,14
bet,810,1429,2.01803E+13,cc916b8f0759af7958a8a927e191ac35,BB,Turn,3,15
allin,174,0,2.01803E+13,67932ee63b2984a136db48eb9e994f8e,,Turn,3,16
fold,,1484,2.01803E+13,0d2463992a3cce805eb5b0adf7804594,SB,Turn,3,17
fold,,893,2.01803E+13,41579b8940a2482619500991a7dd4bc5,,Deal,4,1
bet,139,1345,2.01803E+13,0d2463992a3cce805eb5b0adf7804594,,Deal,4,2
fold,,4983,2.01803E+13,cc916b8f0759af7958a8a927e191ac35,SB,Deal,4,3
call,119,491,2.01803E+13,c767b3b24b29c5a270658fd690cd919e,BB,Deal,4,4
bet,20,471,2.01803E+13,c767b3b24b29c5a270658fd690cd919e,BB,Flop,4,5
call,20,1325,2.01803E+13,0d2463992a3cce805eb5b0adf7804594,,Flop,4,6
bet,20,451,2.01803E+13,c767b3b24b29c5a270658fd690cd919e,BB,Turn,4,7
call,20,1305,2.01803E+13,0d2463992a3cce805eb5b0adf7804594,,Turn,4,8
