action,amount,chips,game_id,playerName,position,roundName,round_id,turn_id
call,20,2179,2.02E+13,0d2463992a3cce805eb5b0adf7804594,SB,Deal,6,4
call,0,1837,2.02E+13,cc916b8f0759af7958a8a927e191ac35,BB,Deal,6,5
bet,631,1548,2.02E+13,0d2463992a3cce805eb5b0adf7804594,SB,Flop,6,6
fold,,1837,2.02E+13,cc916b8f0759af7958a8a927e191ac35,BB,Flop,6,7
call,631,1075,2.02E+13,67932ee63b2984a136db48eb9e994f8e,,Flop,6,8
bet,594,954,2.02E+13,0d2463992a3cce805eb5b0adf7804594,SB,Turn,6,9
call,594,481,2.02E+13,67932ee63b2984a136db48eb9e994f8e,,Turn,6,10
bet,105,849,2.02E+13,0d2463992a3cce805eb5b0adf7804594,SB,River,6,11
call,105,376,2.02E+13,67932ee63b2984a136db48eb9e994f8e,,River,6,12
call,40,336,2.02E+13,67932ee63b2984a136db48eb9e994f8e,,Deal,7,1
call,40,761,2.02E+13,41579b8940a2482619500991a7dd4bc5,,Deal,7,2
bet,103,3526,2.02E+13,0d2463992a3cce805eb5b0adf7804594,,Deal,7,3
call,83,1734,2.02E+13,cc916b8f0759af7958a8a927e191ac35,SB,Deal,7,4
fold,,1317,2.02E+13,c767b3b24b29c5a270658fd690cd919e,BB,Deal,7,5
call,63,273,2.02E+13,67932ee63b2984a136db48eb9e994f8e,,Deal,7,6
call,63,698,2.02E+13,41579b8940a2482619500991a7dd4bc5,,Deal,7,7
fold,,1734,2.02E+13,cc916b8f0759af7958a8a927e191ac35,SB,Flop,7,8
bet,40,233,2.02E+13,67932ee63b2984a136db48eb9e994f8e,,Flop,7,9
call,40,658,2.02E+13,41579b8940a2482619500991a7dd4bc5,,Flop,7,10
call,40,3486,2.02E+13,0d2463992a3cce805eb5b0adf7804594,,Flop,7,11
bet,40,193,2.02E+13,67932ee63b2984a136db48eb9e994f8e,,Turn,7,12
call,40,618,2.02E+13,41579b8940a2482619500991a7dd4bc5,,Turn,7,13
call,40,3446,2.02E+13,0d2463992a3cce805eb5b0adf7804594,,Turn,7,14
fold,,193,2.02E+13,67932ee63b2984a136db48eb9e994f8e,,River,7,15
allin,618,0,2.02E+13,41579b8940a2482619500991a7dd4bc5,,River,7,16
call,618,2828,2.02E+13,0d2463992a3cce805eb5b0adf7804594,,River,7,17
fold,,1928,2.02E+13,41579b8940a2482619500991a7dd4bc5,,Deal,8,1
bet,287,2541,2.02E+13,0d2463992a3cce805eb5b0adf7804594,,Deal,8,2
fold,,1734,2.02E+13,cc916b8f0759af7958a8a927e191ac35,,Deal,8,3
fold,,1297,2.02E+13,c767b3b24b29c5a270658fd690cd919e,SB,Deal,8,4
allin,153,0,2.02E+13,67932ee63b2984a136db48eb9e994f8e,BB,Deal,8,5
fold,,3041,2.02E+13,0d2463992a3cce805eb5b0adf7804594,,Deal,9,1
fold,,1734,2.02E+13,cc916b8f0759af7958a8a927e191ac35,,Deal,9,2
fold,,1297,2.02E+13,c767b3b24b29c5a270658fd690cd919e,,Deal,9,3
call,20,960,2.02E+13,67932ee63b2984a136db48eb9e994f8e,SB,Deal,9,4
call,0,1888,2.02E+13,41579b8940a2482619500991a7dd4bc5,BB,Deal,9,5
bet,40,920,2.02E+13,67932ee63b2984a136db48eb9e994f8e,SB,Flop,9,6
fold,,1888,2.02E+13,41579b8940a2482619500991a7dd4bc5,BB,Flop,9,7
call,40,1694,2.02E+13,cc916b8f0759af7958a8a927e191ac35,,Deal,10,1
call,40,1257,2.02E+13,c767b3b24b29c5a270658fd690cd919e,,Deal,10,2
call,40,1000,2.02E+13,67932ee63b2984a136db48eb9e994f8e,,Deal,10,3
fold,,1868,2.02E+13,41579b8940a2482619500991a7dd4bc5,SB,Deal,10,4
call,0,3001,2.02E+13,0d2463992a3cce805eb5b0adf7804594,BB,Deal,10,5
bet,40,2961,2.02E+13,0d2463992a3cce805eb5b0adf7804594,BB,Flop,10,6
fold,,1694,2.02E+13,cc916b8f0759af7958a8a927e191ac35,,Flop,10,7
call,40,1217,2.02E+13,c767b3b24b29c5a270658fd690cd919e,,Flop,10,8
call,40,960,2.02E+13,67932ee63b2984a136db48eb9e994f8e,,Flop,10,9
bet,40,2921,2.02E+13,0d2463992a3cce805eb5b0adf7804594,BB,Turn,10,10
call,40,1177,2.02E+13,c767b3b24b29c5a270658fd690cd919e,,Turn,10,11
call,40,920,2.02E+13,67932ee63b2984a136db48eb9e994f8e,,Turn,10,12
bet,40,2881,2.02E+13,0d2463992a3cce805eb5b0adf7804594,BB,River,10,13
call,40,1137,2.02E+13,c767b3b24b29c5a270658fd690cd919e,,River,10,14
fold,,920,2.02E+13,67932ee63b2984a136db48eb9e994f8e,,River,10,15
fold,,1637,2.02E+13,c767b3b24b29c5a270658fd690cd919e,,Deal,11,1
call,80,840,2.02E+13,67932ee63b2984a136db48eb9e994f8e,,Deal,11,2
call,80,1788,2.02E+13,41579b8940a2482619500991a7dd4bc5,,Deal,11,3
call,40,2801,2.02E+13,0d2463992a3cce805eb5b0adf7804594,SB,Deal,11,4
call,0,1614,2.02E+13,cc916b8f0759af7958a8a927e191ac35,BB,Deal,11,5
bet,294,2507,2.02E+13,0d2463992a3cce805eb5b0adf7804594,SB,Flop,11,6
fold,,1614,2.02E+13,cc916b8f0759af7958a8a927e191ac35,BB,Flop,11,7
call,294,546,2.02E+13,67932ee63b2984a136db48eb9e994f8e,,Flop,11,8
call,294,1494,2.02E+13,41579b8940a2482619500991a7dd4bc5,,Flop,11,9
bet,194,2313,2.02E+13,0d2463992a3cce805eb5b0adf7804594,SB,Turn,11,10
call,194,352,2.02E+13,67932ee63b2984a136db48eb9e994f8e,,Turn,11,11
call,194,1300,2.02E+13,41579b8940a2482619500991a7dd4bc5,,Turn,11,12
bet,193,2120,2.02E+13,0d2463992a3cce805eb5b0adf7804594,SB,River,11,13
call,193,159,2.02E+13,67932ee63b2984a136db48eb9e994f8e,,River,11,14
allin,1300,0,2.02E+13,41579b8940a2482619500991a7dd4bc5,,River,11,15
fold,,2120,2.02E+13,0d2463992a3cce805eb5b0adf7804594,SB,River,11,16
allin,159,0,2.02E+13,67932ee63b2984a136db48eb9e994f8e,,River,11,17
call,80,920,2.02E+13,67932ee63b2984a136db48eb9e994f8e,,Deal,12,1
fold,,3629,2.02E+13,41579b8940a2482619500991a7dd4bc5,,Deal,12,2
call,80,2040,2.02E+13,0d2463992a3cce805eb5b0adf7804594,,Deal,12,3
call,40,1534,2.02E+13,cc916b8f0759af7958a8a927e191ac35,SB,Deal,12,4
fold,,1557,2.02E+13,c767b3b24b29c5a270658fd690cd919e,BB,Deal,12,5
fold,,1534,2.02E+13,cc916b8f0759af7958a8a927e191ac35,SB,Flop,12,6
bet,80,840,2.02E+13,67932ee63b2984a136db48eb9e994f8e,,Flop,12,7
call,80,1960,2.02E+13,0d2463992a3cce805eb5b0adf7804594,,Flop,12,8
bet,80,760,2.02E+13,67932ee63b2984a136db48eb9e994f8e,,Turn,12,9
call,80,1880,2.02E+13,0d2463992a3cce805eb5b0adf7804594,,Turn,12,10
bet,80,680,2.02E+13,67932ee63b2984a136db48eb9e994f8e,,River,12,11
bet,543,1337,2.02E+13,0d2463992a3cce805eb5b0adf7804594,,River,12,12
call,463,217,2.02E+13,67932ee63b2984a136db48eb9e994f8e,,River,12,13
fold,,3629,2.02E+13,41579b8940a2482619500991a7dd4bc5,,Deal,13,1
call,80,2983,2.02E+13,0d2463992a3cce805eb5b0adf7804594,,Deal,13,2
call,80,1454,2.02E+13,cc916b8f0759af7958a8a927e191ac35,,Deal,13,3
call,40,1477,2.02E+13,c767b3b24b29c5a270658fd690cd919e,SB,Deal,13,4
call,0,137,2.02E+13,67932ee63b2984a136db48eb9e994f8e,BB,Deal,13,5
check,,1477,2.02E+13,c767b3b24b29c5a270658fd690cd919e,SB,Flop,13,6
bet,80,57,2.02E+13,67932ee63b2984a136db48eb9e994f8e,BB,Flop,13,7
call,80,2903,2.02E+13,0d2463992a3cce805eb5b0adf7804594,,Flop,13,8
fold,,1454,2.02E+13,cc916b8f0759af7958a8a927e191ac35,,Flop,13,9
call,80,1397,2.02E+13,c767b3b24b29c5a270658fd690cd919e,SB,Flop,13,10
check,,1397,2.02E+13,c767b3b24b29c5a270658fd690cd919e,SB,Turn,13,11
allin,57,0,2.02E+13,67932ee63b2984a136db48eb9e994f8e,BB,Turn,13,12
call,57,2846,2.02E+13,0d2463992a3cce805eb5b0adf7804594,,Turn,13,13
call,57,1340,2.02E+13,c767b3b24b29c5a270658fd690cd919e,SB,Turn,13,14
check,,1340,2.02E+13,c767b3b24b29c5a270658fd690cd919e,SB,River,13,15
bet,80,2766,2.02E+13,0d2463992a3cce805eb5b0adf7804594,,River,13,16
call,80,1260,2.02E+13,c767b3b24b29c5a270658fd690cd919e,SB,River,13,17
fold,,1454,2.02E+13,cc916b8f0759af7958a8a927e191ac35,,Deal,14,1
call,80,2071,2.02E+13,c767b3b24b29c5a270658fd690cd919e,,Deal,14,2
call,40,3549,2.02E+13,41579b8940a2482619500991a7dd4bc5,SB,Deal,14,3
call,0,2686,2.02E+13,0d2463992a3cce805eb5b0adf7804594,BB,Deal,14,4
fold,,3549,2.02E+13,41579b8940a2482619500991a7dd4bc5,SB,Flop,14,5
bet,80,2606,2.02E+13,0d2463992a3cce805eb5b0adf7804594,BB,Flop,14,6
call,80,1991,2.02E+13,c767b3b24b29c5a270658fd690cd919e,,Flop,14,7
fold,,2606,2.02E+13,0d2463992a3cce805eb5b0adf7804594,BB,Turn,14,8
call,0,1991,2.02E+13,c767b3b24b29c5a270658fd690cd919e,,Turn,14,9
call,160,2231,2.02E+13,c767b3b24b29c5a270658fd690cd919e,,Deal,15,1
call,160,3389,2.02E+13,41579b8940a2482619500991a7dd4bc5,,Deal,15,2
call,80,2446,2.02E+13,0d2463992a3cce805eb5b0adf7804594,SB,Deal,15,3
call,0,1294,2.02E+13,cc916b8f0759af7958a8a927e191ac35,BB,Deal,15,4
fold,,2446,2.02E+13,0d2463992a3cce805eb5b0adf7804594,SB,Flop,15,5
check,,1294,2.02E+13,cc916b8f0759af7958a8a927e191ac35,BB,Flop,15,6
check,,2231,2.02E+13,c767b3b24b29c5a270658fd690cd919e,,Flop,15,7
fold,,3389,2.02E+13,41579b8940a2482619500991a7dd4bc5,,Flop,15,8
fold,,1294,2.02E+13,cc916b8f0759af7958a8a927e191ac35,BB,Turn,15,9
call,0,2231,2.02E+13,c767b3b24b29c5a270658fd690cd919e,,Turn,15,10
call,160,3229,2.02E+13,41579b8940a2482619500991a7dd4bc5,,Deal,16,1
call,160,2286,2.02E+13,0d2463992a3cce805eb5b0adf7804594,,Deal,16,2
call,80,1134,2.02E+13,cc916b8f0759af7958a8a927e191ac35,SB,Deal,16,3
call,0,2711,2.02E+13,c767b3b24b29c5a270658fd690cd919e,BB,Deal,16,4
fold,,1134,2.02E+13,cc916b8f0759af7958a8a927e191ac35,SB,Flop,16,5
check,,2711,2.02E+13,c767b3b24b29c5a270658fd690cd919e,BB,Flop,16,6
fold,,3229,2.02E+13,41579b8940a2482619500991a7dd4bc5,,Flop,16,7
bet,160,2126,2.02E+13,0d2463992a3cce805eb5b0adf7804594,,Flop,16,8
call,160,2551,2.02E+13,c767b3b24b29c5a270658fd690cd919e,BB,Flop,16,9
check,,2551,2.02E+13,c767b3b24b29c5a270658fd690cd919e,BB,Turn,16,10
fold,,2126,2.02E+13,0d2463992a3cce805eb5b0adf7804594,,Turn,16,11
call,160,1966,2.02E+13,0d2463992a3cce805eb5b0adf7804594,,Deal,17,1
fold,,1134,2.02E+13,cc916b8f0759af7958a8a927e191ac35,,Deal,17,2
call,80,3351,2.02E+13,c767b3b24b29c5a270658fd690cd919e,SB,Deal,17,3
call,0,3069,2.02E+13,41579b8940a2482619500991a7dd4bc5,BB,Deal,17,4
check,,3351,2.02E+13,c767b3b24b29c5a270658fd690cd919e,SB,Flop,17,5
fold,,3069,2.02E+13,41579b8940a2482619500991a7dd4bc5,BB,Flop,17,6
bet,160,1806,2.02E+13,0d2463992a3cce805eb5b0adf7804594,,Flop,17,7
call,160,3191,2.02E+13,c767b3b24b29c5a270658fd690cd919e,SB,Flop,17,8
check,,3191,2.02E+13,c767b3b24b29c5a270658fd690cd919e,SB,Turn,17,9
bet,160,1646,2.02E+13,0d2463992a3cce805eb5b0adf7804594,,Turn,17,10
call,160,3031,2.02E+13,c767b3b24b29c5a270658fd690cd919e,SB,Turn,17,11
check,,3031,2.02E+13,c767b3b24b29c5a270658fd690cd919e,SB,River,17,12
bet,160,1486,2.02E+13,0d2463992a3cce805eb5b0adf7804594,,River,17,13
call,160,2871,2.02E+13,c767b3b24b29c5a270658fd690cd919e,SB,River,17,14
bet,320,814,2.02E+13,cc916b8f0759af7958a8a927e191ac35,,Deal,18,1
call,320,3991,2.02E+13,c767b3b24b29c5a270658fd690cd919e,,Deal,18,2
call,240,2749,2.02E+13,41579b8940a2482619500991a7dd4bc5,SB,Deal,18,3
call,160,1166,2.02E+13,0d2463992a3cce805eb5b0adf7804594,BB,Deal,18,4
fold,,2749,2.02E+13,41579b8940a2482619500991a7dd4bc5,SB,Flop,18,5
bet,160,1006,2.02E+13,0d2463992a3cce805eb5b0adf7804594,BB,Flop,18,6
fold,,814,2.02E+13,cc916b8f0759af7958a8a927e191ac35,,Flop,18,7
call,160,3831,2.02E+13,c767b3b24b29c5a270658fd690cd919e,,Flop,18,8
bet,160,846,2.02E+13,0d2463992a3cce805eb5b0adf7804594,BB,Turn,18,9
bet,300,3531,2.02E+13,c767b3b24b29c5a270658fd690cd919e,,Turn,18,10
call,140,706,2.02E+13,0d2463992a3cce805eb5b0adf7804594,BB,Turn,18,11
bet,160,546,2.02E+13,0d2463992a3cce805eb5b0adf7804594,BB,River,18,12
bet,300,3231,2.02E+13,c767b3b24b29c5a270658fd690cd919e,,River,18,13
call,140,406,2.02E+13,0d2463992a3cce805eb5b0adf7804594,BB,River,18,14
call,320,5711,2.02E+13,c767b3b24b29c5a270658fd690cd919e,,Deal,19,1
call,320,2429,2.02E+13,41579b8940a2482619500991a7dd4bc5,,Deal,19,2
call,160,1086,2.02E+13,0d2463992a3cce805eb5b0adf7804594,SB,Deal,19,3
call,0,1494,2.02E+13,cc916b8f0759af7958a8a927e191ac35,BB,Deal,19,4
bet,320,766,2.02E+13,0d2463992a3cce805eb5b0adf7804594,SB,Flop,19,5
fold,,1494,2.02E+13,cc916b8f0759af7958a8a927e191ac35,BB,Flop,19,6
call,320,5391,2.02E+13,c767b3b24b29c5a270658fd690cd919e,,Flop,19,7
fold,,2429,2.02E+13,41579b8940a2482619500991a7dd4bc5,,Flop,19,8
bet,320,446,2.02E+13,0d2463992a3cce805eb5b0adf7804594,SB,Turn,19,9
call,320,5071,2.02E+13,c767b3b24b29c5a270658fd690cd919e,,Turn,19,10
fold,,446,2.02E+13,0d2463992a3cce805eb5b0adf7804594,SB,River,19,11
call,0,5071,2.02E+13,c767b3b24b29c5a270658fd690cd919e,,River,19,12
fold,,2429,2.02E+13,41579b8940a2482619500991a7dd4bc5,,Deal,20,1
call,320,126,2.02E+13,0d2463992a3cce805eb5b0adf7804594,,Deal,20,2
call,160,1174,2.02E+13,cc916b8f0759af7958a8a927e191ac35,SB,Deal,20,3
call,0,7311,2.02E+13,c767b3b24b29c5a270658fd690cd919e,BB,Deal,20,4
allin,1174,0,2.02E+13,cc916b8f0759af7958a8a927e191ac35,SB,Flop,20,5
call,1174,6137,2.02E+13,c767b3b24b29c5a270658fd690cd919e,BB,Flop,20,6
allin,126,0,2.02E+13,0d2463992a3cce805eb5b0adf7804594,,Flop,20,7
fold,,3434,2.02E+13,cc916b8f0759af7958a8a927e191ac35,,Deal,21,1
fold,,5977,2.02E+13,c767b3b24b29c5a270658fd690cd919e,SB,Deal,21,2
call,0,2109,2.02E+13,41579b8940a2482619500991a7dd4bc5,BB,Deal,21,3
fold,,5977,2.02E+13,c767b3b24b29c5a270658fd690cd919e,,Deal,22,1
call,160,2269,2.02E+13,41579b8940a2482619500991a7dd4bc5,SB,Deal,22,2
call,0,3114,2.02E+13,cc916b8f0759af7958a8a927e191ac35,BB,Deal,22,3
check,,2269,2.02E+13,41579b8940a2482619500991a7dd4bc5,SB,Flop,22,4
check,,3114,2.02E+13,cc916b8f0759af7958a8a927e191ac35,BB,Flop,22,5
check,,2269,2.02E+13,41579b8940a2482619500991a7dd4bc5,SB,Turn,22,6
check,,3114,2.02E+13,cc916b8f0759af7958a8a927e191ac35,BB,Turn,22,7
check,,2269,2.02E+13,41579b8940a2482619500991a7dd4bc5,SB,River,22,8
fold,,3114,2.02E+13,cc916b8f0759af7958a8a927e191ac35,BB,River,22,9
call,640,2269,2.02E+13,41579b8940a2482619500991a7dd4bc5,,Deal,23,1
call,320,2474,2.02E+13,cc916b8f0759af7958a8a927e191ac35,SB,Deal,23,2
call,0,5337,2.02E+13,c767b3b24b29c5a270658fd690cd919e,BB,Deal,23,3
fold,,2474,2.02E+13,cc916b8f0759af7958a8a927e191ac35,SB,Flop,23,4
check,,5337,2.02E+13,c767b3b24b29c5a270658fd690cd919e,BB,Flop,23,5
check,,2269,2.02E+13,41579b8940a2482619500991a7dd4bc5,,Flop,23,6
bet,640,4697,2.02E+13,c767b3b24b29c5a270658fd690cd919e,BB,Turn,23,7
call,640,1629,2.02E+13,41579b8940a2482619500991a7dd4bc5,,Turn,23,8
fold,,4697,2.02E+13,c767b3b24b29c5a270658fd690cd919e,BB,River,23,9
call,0,1629,2.02E+13,41579b8940a2482619500991a7dd4bc5,,River,23,10
fold,,2474,2.02E+13,cc916b8f0759af7958a8a927e191ac35,,Deal,24,1
bet,640,3737,2.02E+13,c767b3b24b29c5a270658fd690cd919e,SB,Deal,24,2
fold,,4189,2.02E+13,41579b8940a2482619500991a7dd4bc5,BB,Deal,24,3
fold,,5337,2.02E+13,c767b3b24b29c5a270658fd690cd919e,,Deal,25,1
call,320,3549,2.02E+13,41579b8940a2482619500991a7dd4bc5,SB,Deal,25,2
call,0,1834,2.02E+13,cc916b8f0759af7958a8a927e191ac35,BB,Deal,25,3
check,,3549,2.02E+13,41579b8940a2482619500991a7dd4bc5,SB,Flop,25,4
fold,,1834,2.02E+13,cc916b8f0759af7958a8a927e191ac35,BB,Flop,25,5
fold,,4829,2.02E+13,41579b8940a2482619500991a7dd4bc5,,Deal,26,1
call,640,554,2.02E+13,cc916b8f0759af7958a8a927e191ac35,SB,Deal,26,2
fold,,4057,2.02E+13,c767b3b24b29c5a270658fd690cd919e,BB,Deal,26,3
fold,,3114,2.02E+13,cc916b8f0759af7958a8a927e191ac35,,Deal,27,1
fold,,3417,2.02E+13,c767b3b24b29c5a270658fd690cd919e,SB,Deal,27,2
call,0,3549,2.02E+13,41579b8940a2482619500991a7dd4bc5,BB,Deal,27,3
call,1280,2137,2.02E+13,c767b3b24b29c5a270658fd690cd919e,,Deal,28,1
call,640,4189,2.02E+13,41579b8940a2482619500991a7dd4bc5,SB,Deal,28,2
call,0,1834,2.02E+13,cc916b8f0759af7958a8a927e191ac35,BB,Deal,28,3
fold,,4189,2.02E+13,41579b8940a2482619500991a7dd4bc5,SB,Flop,28,4
fold,,1834,2.02E+13,cc916b8f0759af7958a8a927e191ac35,BB,Flop,28,5
call,0,2137,2.02E+13,c767b3b24b29c5a270658fd690cd919e,,Flop,28,6
call,2560,1629,2.02E+13,41579b8940a2482619500991a7dd4bc5,,Deal,29,1
allin,554,0,2.02E+13,cc916b8f0759af7958a8a927e191ac35,SB,Deal,29,2
call,0,3417,2.02E+13,c767b3b24b29c5a270658fd690cd919e,BB,Deal,29,3
fold,,3417,2.02E+13,c767b3b24b29c5a270658fd690cd919e,BB,Flop,29,4
call,0,1629,2.02E+13,41579b8940a2482619500991a7dd4bc5,,Flop,29,5
call,2560,2942,2.02E+13,cc916b8f0759af7958a8a927e191ac35,,Deal,30,1
fold,,2137,2.02E+13,c767b3b24b29c5a270658fd690cd919e,SB,Deal,30,2
fold,,521,2.02E+13,41579b8940a2482619500991a7dd4bc5,BB,Deal,30,3
fold,,2137,2.02E+13,c767b3b24b29c5a270658fd690cd919e,,Deal,31,1
call,0,6782,2.02E+13,cc916b8f0759af7958a8a927e191ac35,BB,Deal,31,2
fold,,1000,2.02E+13,41579b8940a2482619500991a7dd4bc5,,Deal,32,1
call,0,7303,2.02E+13,cc916b8f0759af7958a8a927e191ac35,SB,Deal,32,2
call,2560,5166,2.02E+13,cc916b8f0759af7958a8a927e191ac35,,Deal,33,1
