action,amount,chips,game_id,playerName,position,roundName,round_id,turn_id
call,20.0,980,20180316145230,67932ee63b2984a136db48eb9e994f8e,,Deal,1,1
raise,40.0,960,20180316145230,41579b8940a2482619500991a7dd4bc5,,Deal,1,2
bet,65.0,935,20180316145230,0d2463992a3cce805eb5b0adf7804594,,Deal,1,3
fold,,1000,20180316145230,cc916b8f0759af7958a8a927e191ac35,,Deal,1,4
fold,,990,20180316145230,2c3e80a6aa48ea3e71262b66c3f7e0c8,SB,Deal,1,5
fold,,980,20180316145230,c767b3b24b29c5a270658fd690cd919e,BB,Deal,1,6
call,45.0,935,20180316145230,67932ee63b2984a136db48eb9e994f8e,,Deal,1,7
raise,90.0,870,20180316145230,41579b8940a2482619500991a7dd4bc5,,Deal,1,8
call,65.0,870,20180316145230,0d2463992a3cce805eb5b0adf7804594,,Deal,1,9
call,65.0,870,20180316145230,67932ee63b2984a136db48eb9e994f8e,,Deal,1,10
bet,20.0,850,20180316145230,67932ee63b2984a136db48eb9e994f8e,,Flop,1,11
call,20.0,850,20180316145230,41579b8940a2482619500991a7dd4bc5,,Flop,1,12
call,20.0,850,20180316145230,0d2463992a3cce805eb5b0adf7804594,,Flop,1,13
bet,20.0,830,20180316145230,67932ee63b2984a136db48eb9e994f8e,,Turn,1,14
call,20.0,830,20180316145230,41579b8940a2482619500991a7dd4bc5,,Turn,1,15
call,20.0,830,20180316145230,0d2463992a3cce805eb5b0adf7804594,,Turn,1,16
bet,20.0,810,20180316145230,67932ee63b2984a136db48eb9e994f8e,,River,1,17
call,20.0,810,20180316145230,41579b8940a2482619500991a7dd4bc5,,River,1,18
call,20.0,810,20180316145230,0d2463992a3cce805eb5b0adf7804594,,River,1,19
fold,,810,20180316145230,41579b8940a2482619500991a7dd4bc5,,Deal,2,1
fold,,810,20180316145230,0d2463992a3cce805eb5b0adf7804594,,Deal,2,2
fold,,2000,20180316145230,cc916b8f0759af7958a8a927e191ac35,,Deal,2,3
call,20.0,1970,20180316145230,2c3e80a6aa48ea3e71262b66c3f7e0c8,,Deal,2,4
call,10.0,960,20180316145230,c767b3b24b29c5a270658fd690cd919e,SB,Deal,2,5
call,0.0,1390,20180316145230,67932ee63b2984a136db48eb9e994f8e,BB,Deal,2,6
allin,960.0,0,20180316145230,c767b3b24b29c5a270658fd690cd919e,SB,Flop,2,7
call,960.0,430,20180316145230,67932ee63b2984a136db48eb9e994f8e,BB,Flop,2,8
call,960.0,1010,20180316145230,2c3e80a6aa48ea3e71262b66c3f7e0c8,,Flop,2,9
bet,20.0,410,20180316145230,67932ee63b2984a136db48eb9e994f8e,BB,Turn,2,10
call,20.0,990,20180316145230,2c3e80a6aa48ea3e71262b66c3f7e0c8,,Turn,2,11
bet,20.0,390,20180316145230,67932ee63b2984a136db48eb9e994f8e,BB,River,2,12
fold,,990,20180316145230,2c3e80a6aa48ea3e71262b66c3f7e0c8,,River,2,13
call,20.0,790,20180316145230,0d2463992a3cce805eb5b0adf7804594,,Deal,3,1
fold,,3000,20180316145230,cc916b8f0759af7958a8a927e191ac35,,Deal,3,2
fold,,1990,20180316145230,2c3e80a6aa48ea3e71262b66c3f7e0c8,,Deal,3,3
call,20.0,2920,20180316145230,c767b3b24b29c5a270658fd690cd919e,,Deal,3,4
call,10.0,430,20180316145230,67932ee63b2984a136db48eb9e994f8e,SB,Deal,3,5
fold,,790,20180316145230,41579b8940a2482619500991a7dd4bc5,BB,Deal,3,6
bet,20.0,410,20180316145230,67932ee63b2984a136db48eb9e994f8e,SB,Flop,3,7
call,20.0,770,20180316145230,0d2463992a3cce805eb5b0adf7804594,,Flop,3,8
bet,300.0,2620,20180316145230,c767b3b24b29c5a270658fd690cd919e,,Flop,3,9
call,280.0,130,20180316145230,67932ee63b2984a136db48eb9e994f8e,SB,Flop,3,10
call,280.0,490,20180316145230,0d2463992a3cce805eb5b0adf7804594,,Flop,3,11
bet,20.0,110,20180316145230,67932ee63b2984a136db48eb9e994f8e,SB,Turn,3,12
fold,,490,20180316145230,0d2463992a3cce805eb5b0adf7804594,,Turn,3,13
bet,300.0,2320,20180316145230,c767b3b24b29c5a270658fd690cd919e,,Turn,3,14
allin,110.0,0,20180316145230,67932ee63b2984a136db48eb9e994f8e,SB,Turn,3,15
bet,40.0,2960,20180316145230,cc916b8f0759af7958a8a927e191ac35,,Deal,4,1
fold,,1990,20180316145230,2c3e80a6aa48ea3e71262b66c3f7e0c8,,Deal,4,2
call,40.0,3690,20180316145230,c767b3b24b29c5a270658fd690cd919e,,Deal,4,3
call,40.0,960,20180316145230,67932ee63b2984a136db48eb9e994f8e,,Deal,4,4
call,30.0,750,20180316145230,41579b8940a2482619500991a7dd4bc5,SB,Deal,4,5
call,20.0,1450,20180316145230,0d2463992a3cce805eb5b0adf7804594,BB,Deal,4,6
check,,750,20180316145230,41579b8940a2482619500991a7dd4bc5,SB,Flop,4,7
bet,20.0,1430,20180316145230,0d2463992a3cce805eb5b0adf7804594,BB,Flop,4,8
fold,,2960,20180316145230,cc916b8f0759af7958a8a927e191ac35,,Flop,4,9
call,20.0,3670,20180316145230,c767b3b24b29c5a270658fd690cd919e,,Flop,4,10
call,20.0,940,20180316145230,67932ee63b2984a136db48eb9e994f8e,,Flop,4,11
call,20.0,730,20180316145230,41579b8940a2482619500991a7dd4bc5,SB,Flop,4,12
check,,730,20180316145230,41579b8940a2482619500991a7dd4bc5,SB,Turn,4,13
bet,20.0,1410,20180316145230,0d2463992a3cce805eb5b0adf7804594,BB,Turn,4,14
call,20.0,3650,20180316145230,c767b3b24b29c5a270658fd690cd919e,,Turn,4,15
call,20.0,920,20180316145230,67932ee63b2984a136db48eb9e994f8e,,Turn,4,16
call,20.0,710,20180316145230,41579b8940a2482619500991a7dd4bc5,SB,Turn,4,17
check,,710,20180316145230,41579b8940a2482619500991a7dd4bc5,SB,River,4,18
bet,20.0,1390,20180316145230,0d2463992a3cce805eb5b0adf7804594,BB,River,4,19
call,20.0,3630,20180316145230,c767b3b24b29c5a270658fd690cd919e,,River,4,20
fold,,920,20180316145230,67932ee63b2984a136db48eb9e994f8e,,River,4,21
call,20.0,690,20180316145230,41579b8940a2482619500991a7dd4bc5,SB,River,4,22
fold,,1990,20180316145230,2c3e80a6aa48ea3e71262b66c3f7e0c8,,Deal,5,1
call,20.0,3610,20180316145230,c767b3b24b29c5a270658fd690cd919e,,Deal,5,2
call,20.0,900,20180316145230,67932ee63b2984a136db48eb9e994f8e,,Deal,5,3
call,20.0,1090,20180316145230,41579b8940a2482619500991a7dd4bc5,,Deal,5,4
call,10.0,1370,20180316145230,0d2463992a3cce805eb5b0adf7804594,SB,Deal,5,5
call,0.0,2940,20180316145230,cc916b8f0759af7958a8a927e191ac35,BB,Deal,5,6
bet,20.0,1350,20180316145230,0d2463992a3cce805eb5b0adf7804594,SB,Flop,5,7
fold,,2940,20180316145230,cc916b8f0759af7958a8a927e191ac35,BB,Flop,5,8
call,20.0,3590,20180316145230,c767b3b24b29c5a270658fd690cd919e,,Flop,5,9
call,20.0,880,20180316145230,67932ee63b2984a136db48eb9e994f8e,,Flop,5,10
fold,,1090,20180316145230,41579b8940a2482619500991a7dd4bc5,,Flop,5,11
bet,20.0,1330,20180316145230,0d2463992a3cce805eb5b0adf7804594,SB,Turn,5,12
call,20.0,3570,20180316145230,c767b3b24b29c5a270658fd690cd919e,,Turn,5,13
call,20.0,860,20180316145230,67932ee63b2984a136db48eb9e994f8e,,Turn,5,14
bet,978.0,352,20180316145230,0d2463992a3cce805eb5b0adf7804594,SB,River,5,15
fold,,3570,20180316145230,c767b3b24b29c5a270658fd690cd919e,,River,5,16
allin,860.0,0,20180316145230,67932ee63b2984a136db48eb9e994f8e,,River,5,17
fold,,3570,20180316145230,c767b3b24b29c5a270658fd690cd919e,,Deal,6,1
call,20.0,980,20180316145230,67932ee63b2984a136db48eb9e994f8e,,Deal,6,2
fold,,1090,20180316145230,41579b8940a2482619500991a7dd4bc5,,Deal,6,3
call,20.0,2390,20180316145230,0d2463992a3cce805eb5b0adf7804594,,Deal,6,4
call,10.0,2920,20180316145230,cc916b8f0759af7958a8a927e191ac35,SB,Deal,6,5
bet,50.0,1920,20180316145230,2c3e80a6aa48ea3e71262b66c3f7e0c8,BB,Deal,6,6
call,50.0,930,20180316145230,67932ee63b2984a136db48eb9e994f8e,,Deal,6,7
call,50.0,2340,20180316145230,0d2463992a3cce805eb5b0adf7804594,,Deal,6,8
call,50.0,2870,20180316145230,cc916b8f0759af7958a8a927e191ac35,SB,Deal,6,9
fold,,2870,20180316145230,cc916b8f0759af7958a8a927e191ac35,SB,Flop,6,10
bet,20.0,1900,20180316145230,2c3e80a6aa48ea3e71262b66c3f7e0c8,BB,Flop,6,11
call,20.0,910,20180316145230,67932ee63b2984a136db48eb9e994f8e,,Flop,6,12
call,20.0,2320,20180316145230,0d2463992a3cce805eb5b0adf7804594,,Flop,6,13
bet,20.0,1880,20180316145230,2c3e80a6aa48ea3e71262b66c3f7e0c8,BB,Turn,6,14
call,20.0,890,20180316145230,67932ee63b2984a136db48eb9e994f8e,,Turn,6,15
call,20.0,2300,20180316145230,0d2463992a3cce805eb5b0adf7804594,,Turn,6,16
fold,,1880,20180316145230,2c3e80a6aa48ea3e71262b66c3f7e0c8,BB,River,6,17
bet,20.0,870,20180316145230,67932ee63b2984a136db48eb9e994f8e,,River,6,18
call,20.0,2280,20180316145230,0d2463992a3cce805eb5b0adf7804594,,River,6,19
call,40.0,1270,20180316145230,67932ee63b2984a136db48eb9e994f8e,,Deal,7,1
call,40.0,1050,20180316145230,41579b8940a2482619500991a7dd4bc5,,Deal,7,2
bet,87.0,2193,20180316145230,0d2463992a3cce805eb5b0adf7804594,,Deal,7,3
bet,174.0,2696,20180316145230,cc916b8f0759af7958a8a927e191ac35,,Deal,7,4
call,154.0,1706,20180316145230,2c3e80a6aa48ea3e71262b66c3f7e0c8,SB,Deal,7,5
fold,,3530,20180316145230,c767b3b24b29c5a270658fd690cd919e,BB,Deal,7,6
call,134.0,1136,20180316145230,67932ee63b2984a136db48eb9e994f8e,,Deal,7,7
call,134.0,916,20180316145230,41579b8940a2482619500991a7dd4bc5,,Deal,7,8
call,87.0,2106,20180316145230,0d2463992a3cce805eb5b0adf7804594,,Deal,7,9
bet,40.0,1666,20180316145230,2c3e80a6aa48ea3e71262b66c3f7e0c8,SB,Flop,7,10
call,40.0,1096,20180316145230,67932ee63b2984a136db48eb9e994f8e,,Flop,7,11
call,40.0,876,20180316145230,41579b8940a2482619500991a7dd4bc5,,Flop,7,12
bet,345.0,1761,20180316145230,0d2463992a3cce805eb5b0adf7804594,,Flop,7,13
fold,,2696,20180316145230,cc916b8f0759af7958a8a927e191ac35,,Flop,7,14
call,305.0,1361,20180316145230,2c3e80a6aa48ea3e71262b66c3f7e0c8,SB,Flop,7,15
call,305.0,791,20180316145230,67932ee63b2984a136db48eb9e994f8e,,Flop,7,16
call,305.0,571,20180316145230,41579b8940a2482619500991a7dd4bc5,,Flop,7,17
bet,40.0,1321,20180316145230,2c3e80a6aa48ea3e71262b66c3f7e0c8,SB,Turn,7,18
call,40.0,751,20180316145230,67932ee63b2984a136db48eb9e994f8e,,Turn,7,19
call,40.0,531,20180316145230,41579b8940a2482619500991a7dd4bc5,,Turn,7,20
call,40.0,1721,20180316145230,0d2463992a3cce805eb5b0adf7804594,,Turn,7,21
bet,40.0,1281,20180316145230,2c3e80a6aa48ea3e71262b66c3f7e0c8,SB,River,7,22
call,40.0,711,20180316145230,67932ee63b2984a136db48eb9e994f8e,,River,7,23
call,40.0,491,20180316145230,41579b8940a2482619500991a7dd4bc5,,River,7,24
call,40.0,1681,20180316145230,0d2463992a3cce805eb5b0adf7804594,,River,7,25
fold,,491,20180316145230,41579b8940a2482619500991a7dd4bc5,,Deal,8,1
call,40.0,1641,20180316145230,0d2463992a3cce805eb5b0adf7804594,,Deal,8,2
fold,,2696,20180316145230,cc916b8f0759af7958a8a927e191ac35,,Deal,8,3
