action,amount,chips,game_id,playerName,position,roundName,round_id,turn_id
fold,,1000,2.01803E+13,41579b8940a2482619500991a7dd4bc5,,Deal,1,1
call,20,980,2.01803E+13,0d2463992a3cce805eb5b0adf7804594,,Deal,1,2
call,20,980,2.01803E+13,cc916b8f0759af7958a8a927e191ac35,,Deal,1,3
call,10,980,2.01803E+13,c767b3b24b29c5a270658fd690cd919e,SB,Deal,1,4
call,0,980,2.01803E+13,67932ee63b2984a136db48eb9e994f8e,BB,Deal,1,5
check,,980,2.01803E+13,c767b3b24b29c5a270658fd690cd919e,SB,Flop,1,6
bet,20,960,2.01803E+13,67932ee63b2984a136db48eb9e994f8e,BB,Flop,1,7
call,20,960,2.01803E+13,0d2463992a3cce805eb5b0adf7804594,,Flop,1,8
fold,,980,2.01803E+13,cc916b8f0759af7958a8a927e191ac35,,Flop,1,9
call,20,960,2.01803E+13,c767b3b24b29c5a270658fd690cd919e,SB,Flop,1,10
check,,960,2.01803E+13,c767b3b24b29c5a270658fd690cd919e,SB,Turn,1,11
bet,20,940,2.01803E+13,67932ee63b2984a136db48eb9e994f8e,BB,Turn,1,12
fold,,960,2.01803E+13,0d2463992a3cce805eb5b0adf7804594,,Turn,1,13
call,20,940,2.01803E+13,c767b3b24b29c5a270658fd690cd919e,SB,Turn,1,14
check,,940,2.01803E+13,c767b3b24b29c5a270658fd690cd919e,SB,River,1,15
bet,20,920,2.01803E+13,67932ee63b2984a136db48eb9e994f8e,BB,River,1,16
call,20,920,2.01803E+13,c767b3b24b29c5a270658fd690cd919e,SB,River,1,17
call,20,940,2.01803E+13,0d2463992a3cce805eb5b0adf7804594,,Deal,2,1
call,20,1960,2.01803E+13,cc916b8f0759af7958a8a927e191ac35,,Deal,2,2
fold,,920,2.01803E+13,c767b3b24b29c5a270658fd690cd919e,,Deal,2,3
call,10,1120,2.01803E+13,67932ee63b2984a136db48eb9e994f8e,SB,Deal,2,4
call,0,980,2.01803E+13,41579b8940a2482619500991a7dd4bc5,BB,Deal,2,5
bet,20,1100,2.01803E+13,67932ee63b2984a136db48eb9e994f8e,SB,Flop,2,6
fold,,980,2.01803E+13,41579b8940a2482619500991a7dd4bc5,BB,Flop,2,7
call,20,920,2.01803E+13,0d2463992a3cce805eb5b0adf7804594,,Flop,2,8
fold,,1960,2.01803E+13,cc916b8f0759af7958a8a927e191ac35,,Flop,2,9
bet,20,1080,2.01803E+13,67932ee63b2984a136db48eb9e994f8e,SB,Turn,2,10
call,20,900,2.01803E+13,0d2463992a3cce805eb5b0adf7804594,,Turn,2,11
bet,20,1060,2.01803E+13,67932ee63b2984a136db48eb9e994f8e,SB,River,2,12
fold,,900,2.01803E+13,0d2463992a3cce805eb5b0adf7804594,,River,2,13
call,20,1940,2.01803E+13,cc916b8f0759af7958a8a927e191ac35,,Deal,3,1
fold,,920,2.01803E+13,c767b3b24b29c5a270658fd690cd919e,,Deal,3,2
call,20,1220,2.01803E+13,67932ee63b2984a136db48eb9e994f8e,,Deal,3,3
fold,,970,2.01803E+13,41579b8940a2482619500991a7dd4bc5,SB,Deal,3,4
call,0,880,2.01803E+13,0d2463992a3cce805eb5b0adf7804594,BB,Deal,3,5
bet,20,860,2.01803E+13,0d2463992a3cce805eb5b0adf7804594,BB,Flop,3,6
fold,,1940,2.01803E+13,cc916b8f0759af7958a8a927e191ac35,,Flop,3,7
call,20,1200,2.01803E+13,67932ee63b2984a136db48eb9e994f8e,,Flop,3,8
bet,20,840,2.01803E+13,0d2463992a3cce805eb5b0adf7804594,BB,Turn,3,9
call,20,1180,2.01803E+13,67932ee63b2984a136db48eb9e994f8e,,Turn,3,10
bet,20,820,2.01803E+13,0d2463992a3cce805eb5b0adf7804594,BB,River,3,11
call,20,1160,2.01803E+13,67932ee63b2984a136db48eb9e994f8e,,River,3,12
fold,,920,2.01803E+13,c767b3b24b29c5a270658fd690cd919e,,Deal,4,1
call,20,1330,2.01803E+13,67932ee63b2984a136db48eb9e994f8e,,Deal,4,2
fold,,970,2.01803E+13,41579b8940a2482619500991a7dd4bc5,,Deal,4,3
call,10,800,2.01803E+13,0d2463992a3cce805eb5b0adf7804594,SB,Deal,4,4
call,0,1920,2.01803E+13,cc916b8f0759af7958a8a927e191ac35,BB,Deal,4,5
bet,321,479,2.01803E+13,0d2463992a3cce805eb5b0adf7804594,SB,Flop,4,6
fold,,1920,2.01803E+13,cc916b8f0759af7958a8a927e191ac35,BB,Flop,4,7
call,321,1009,2.01803E+13,67932ee63b2984a136db48eb9e994f8e,,Flop,4,8
bet,20,459,2.01803E+13,0d2463992a3cce805eb5b0adf7804594,SB,Turn,4,9
call,20,989,2.01803E+13,67932ee63b2984a136db48eb9e994f8e,,Turn,4,10
allin,459,0,2.01803E+13,0d2463992a3cce805eb5b0adf7804594,SB,River,4,11
call,459,530,2.01803E+13,67932ee63b2984a136db48eb9e994f8e,,River,4,12
call,20,2170,2.01803E+13,67932ee63b2984a136db48eb9e994f8e,,Deal,5,1
fold,,970,2.01803E+13,41579b8940a2482619500991a7dd4bc5,,Deal,5,2
fold,,1000,2.01803E+13,0d2463992a3cce805eb5b0adf7804594,,Deal,5,3
call,10,1900,2.01803E+13,cc916b8f0759af7958a8a927e191ac35,SB,Deal,5,4
fold,,900,2.01803E+13,c767b3b24b29c5a270658fd690cd919e,BB,Deal,5,5
check,,1900,2.01803E+13,cc916b8f0759af7958a8a927e191ac35,SB,Flop,5,6
bet,20,2150,2.01803E+13,67932ee63b2984a136db48eb9e994f8e,,Flop,5,7
call,20,1880,2.01803E+13,cc916b8f0759af7958a8a927e191ac35,SB,Flop,5,8
